# Weather station Umaria, India, WMO_ID=42679,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42679&lang=en
#
"Local time in Umaria";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"21.04.2017 17:30";"41.0";"712.7";"749.2";"";"13";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"42.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.6";"";"";"";"";"";"";
"21.04.2017 08:30";"32.8";"716.0";"753.7";"";"25";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"26.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.3";"";"";"";"";"";"";
"20.04.2017 17:30";"38.8";"713.5";"750.3";"";"11";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"";"41.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"3.9";"";"";"";"";"";"";
"20.04.2017 08:30";"33.0";"716.4";"754.0";"";"20";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"27.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.2";"";"";"";"";"";"";
"19.04.2017 17:30";"40.8";"713.6";"750.1";"";"11";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"42.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"5.4";"";"";"";"";"";"";
"19.04.2017 08:30";"32.4";"716.9";"754.7";"";"37";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.8";"";"";"";"";"";"";
"18.04.2017 17:30";"40.6";"713.9";"750.5";"";"13";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"42.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"6.7";"";"";"";"";"";"";
"18.04.2017 08:30";"30.0";"717.1";"755.2";"";"33";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"22.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.9";"";"";"";"";"";"";
"17.04.2017 17:30";"39.4";"714.7";"751.5";"";"10";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"";"41.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"3.0";"";"";"";"";"";"";
"17.04.2017 08:30";"28.6";"717.2";"755.5";"";"44";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"21.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.2";"";"";"";"";"";"";
"16.04.2017 17:30";"39.4";"713.8";"750.5";"";"7";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"42.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-1.7";"";"";"";"";"";"";
"16.04.2017 08:30";"30.6";"716.4";"754.3";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"4.4";"";"";"";"";"";"";
"15.04.2017 17:30";"40.6";"712.8";"749.3";"";"8";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"43.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"0.1";"";"";"";"";"";"";
"15.04.2017 08:30";"28.0";"716.6";"754.9";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"10.0";"4.6";"";"";"";"";"";"";
"14.04.2017 17:30";"40.0";"714.9";"751.6";"";"8";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.3";"";"";"";"";"";"20.0";"-0.8";"";"";"";"";"";"";
"14.04.2017 08:30";"26.6";"718.5";"757.1";"";"25";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"5.2";"";"";"";"";"";"";
"13.04.2017 17:30";"39.8";"716.2";"753.0";"";"9";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"1.5";"";"";"";"";"";"";
"13.04.2017 08:30";"27.8";"718.3";"756.7";"";"23";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"4.9";"";"";"";"";"";"";
"12.04.2017 17:30";"38.4";"716.1";"753.1";"";"8";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"40.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"-1.8";"";"";"";"";"";"";
"12.04.2017 08:30";"27.8";"719.1";"757.6";"";"28";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"17.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.9";"";"";"";"";"";"";
"11.04.2017 17:30";"37.0";"716.7";"753.9";"";"7";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"37.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-4.5";"";"";"";"";"";"";
"11.04.2017 08:30";"30.0";"720.3";"758.5";"";"7";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"15.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-9.0";"";"";"";"";"";"";
"10.04.2017 17:30";"34.2";"718.3";"755.9";"";"6";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"35.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-9.1";"";"";"";"";"";"";
"10.04.2017 08:30";"26.4";"720.7";"759.4";"";"14";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"16.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-3.0";"";"";"";"";"";"";
"09.04.2017 17:30";"35.8";"717.6";"755.0";"";"15";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"37.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"5.2";"";"";"";"";"";"";
"09.04.2017 08:30";"25.0";"720.0";"758.9";"";"43";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"20.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.7";"";"";"";"";"";"";
"08.04.2017 17:30";"37.0";"716.7";"753.9";"";"12";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"39.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"3.4";"";"";"";"";"";"";
"08.04.2017 08:30";"31.4";"718.5";"756.5";"";"20";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"20.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"6.0";"";"";"";"";"";"";
"07.04.2017 17:30";"38.6";"715.1";"752.0";"";"12";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"";"39.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"5.0";"";"";"";"";"";"";
"07.04.2017 08:30";"32.0";"718.8";"756.7";"";"18";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"23.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"5.2";"";"";"";"";"";"";
"06.04.2017 17:30";"38.2";"715.1";"752.0";"";"16";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"40.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.9";"";"";"";"";"";"";
"06.04.2017 08:30";"31.6";"718.0";"755.9";"";"28";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"22.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.9";"";"";"";"";"";"";
"05.04.2017 17:30";"38.6";"714.7";"751.6";"";"14";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"40.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"6.4";"";"";"";"";"";"";
"05.04.2017 08:30";"30.0";"718.0";"756.1";"";"33";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"22.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.9";"";"";"";"";"";"";
"04.04.2017 17:30";"39.2";"715.6";"752.4";"";"16";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"41.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.9";"";"";"";"";"";"";
"04.04.2017 08:30";"32.0";"718.3";"756.2";"";"23";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"8.3";"";"";"";"";"";"";
"03.04.2017 17:30";"38.6";"715.6";"752.5";"";"25";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"41.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.3";"";"";"";"";"";"";
"03.04.2017 08:30";"33.2";"718.8";"756.5";"";"30";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"20.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"13.4";"";"";"";"";"";"";
"02.04.2017 17:30";"38.4";"714.6";"751.5";"";"18";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"40.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"10.3";"";"";"";"";"";"";
"02.04.2017 08:30";"25.0";"717.4";"756.1";"";"49";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"13.4";"";"";"";"";"";"";
"01.04.2017 17:30";"39.4";"715.7";"752.5";"";"20";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"41.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.7";"";"";"";"";"";"";
"01.04.2017 08:30";"30.6";"719.2";"757.3";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"31.03.2017 17:30";"39.4";"717.7";"754.6";"";"20";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"41.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"12.2";"";"";"";"";"";"";
"31.03.2017 08:30";"27.2";"720.5";"759.1";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.9";"";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"30.03.2017 17:30";"39.2";"716.5";"753.4";"";"19";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"30.03.2017 08:30";"30.4";"719.2";"757.3";"";"27";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"20.0";"9.5";"";"";"";"";"";"";
"29.03.2017 17:30";"38.6";"716.5";"753.5";"";"20";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"40.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"11.8";"";"";"";"";"";"";
"29.03.2017 08:30";"25.8";"719.4";"758.1";"";"56";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.4";"";"";"";"";"";"";
"28.03.2017 17:30";"38.2";"717.5";"754.6";"";"20";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.9";"";"";"";"";"";"20.0";"11.6";"";"";"";"";"";"";
"28.03.2017 08:30";"25.8";"721.4";"760.2";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"20.0";"13.2";"";"";"";"";"";"";
"27.03.2017 17:30";"36.0";"718.9";"756.3";"";"19";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"20.0";"9.3";"";"";"";"";"";"";
"27.03.2017 08:30";"27.4";"722.1";"760.8";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"26.03.2017 17:30";"36.0";"718.6";"756.0";"";"17";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"6.9";"";"";"";"";"";"";
"26.03.2017 08:30";"24.0";"721.3";"760.4";"";"53";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.8";"";"";"";"";"";"";
"25.03.2017 17:30";"36.0";"717.9";"755.2";"";"16";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"37.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"6.2";"";"";"";"";"";"";
"25.03.2017 08:30";"24.6";"720.7";"759.7";"";"42";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"18.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"10.8";"";"";"";"";"";"";
"24.03.2017 17:30";"37.4";"717.2";"754.3";"";"13";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"39.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"5.1";"";"";"";"";"";"";
"24.03.2017 08:30";"22.2";"719.7";"758.9";"";"51";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"17.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.4";"";"";"";"";"";"";
"23.03.2017 17:30";"36.2";"718.1";"755.4";"";"16";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"38.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"6.6";"";"";"";"";"";"";
"23.03.2017 08:30";"21.2";"720.2";"759.6";"";"59";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"16.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.8";"";"";"";"";"";"";
