# Weather station Betul, India, WMO_ID=42860,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42860&lang=en
#
"Local time in Betul";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"20.07.2017 08:30";"23.0";"694.7";"748.0";"";"98";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"19.7";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"1000-1500";"";"";"2.0";"22.7";"";"";"";"";"";"";
"19.07.2017 17:30";"25.0";"693.3";"746.3";"";"94";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"27.8";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"1000-1500";"";"";"2.0";"23.9";"";"";"";"";"";"";
"19.07.2017 08:30";"22.4";"695.8";"749.5";"";"96";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"19.8";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"1000-1500";"";"";"2.0";"21.8";"";"";"";"";"";"";
"18.07.2017 17:30";"28.0";"694.2";"746.7";"";"77";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"28.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"23.5";"";"";"";"";"";"";
"18.07.2017 08:30";"24.4";"696.2";"749.6";"";"95";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"21.3";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"1000-1500";"";"";"2.0";"23.5";"";"";"";"";"";"";
"17.07.2017 17:30";"26.6";"694.9";"747.8";"";"86";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"27.4";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"2.0";"24.1";"";"";"";"";"";"";
"17.07.2017 08:30";"23.2";"697.2";"750.8";"";"98";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"20.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"1000-1500";"";"";"2.0";"22.9";"";"";"";"";"";"";
"16.07.2017 17:30";"25.8";"695.5";"748.6";"";"85";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"26.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"23.1";"";"";"";"";"";"";
"16.07.2017 08:30";"23.0";"697.6";"751.3";"";"95";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"20.5";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"1000-1500";"";"";"2.0";"22.1";"";"";"";"";"";"";
"15.07.2017 17:30";"26.4";"695.3";"748.3";"";"84";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"27.7";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"2.0";"23.5";"";"";"";"";"";"";
"15.07.2017 08:30";"23.4";"697.0";"750.7";"";"98";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"20.7";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"2.0";"23.1";"";"";"";"";"";"";
"14.07.2017 08:30";"23.4";"696.1";"749.6";"";"95";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"19.5";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"1000-1500";"";"";"2.0";"22.5";"";"";"";"";"";"";
"13.07.2017 17:30";"24.0";"695.0";"748.3";"";"95";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"25.0";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"2.0";"23.1";"";"";"";"";"";"";
"13.07.2017 08:30";"22.2";"697.3";"751.2";"";"96";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"19.8";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"2.0";"21.6";"";"";"";"";"";"";
"12.07.2017 17:30";"25.2";"697.0";"750.3";"";"89";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"26.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"23.2";"";"";"";"";"";"";
"12.07.2017 08:30";"22.4";"698.6";"752.6";"";"96";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"20.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"1000-1500";"";"";"2.0";"21.8";"";"";"";"";"";"";
"11.07.2017 17:30";"29.4";"697.0";"749.5";"";"63";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrostratus not progressively invading the sky and not entirely covering it.";"4.0";"21.6";"";"";"";"";"";"";
"11.07.2017 08:30";"24.2";"699.2";"752.8";"";"90";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"21.5";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"2.0";"22.5";"";"";"";"";"";"";
"10.07.2017 17:30";"26.0";"698.7";"752.1";"";"";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"27.5";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"2.0";"";"";"";"";"";"";"";
"10.07.2017 08:30";"24.8";"700.1";"753.7";"";"92";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"21.3";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"2.0";"23.4";"";"";"";"";"";"";
"09.07.2017 17:30";"29.6";"697.3";"749.8";"";"62";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"21.5";"";"";"";"";"";"";
"09.07.2017 08:30";"25.0";"698.8";"752.2";"";"84";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"22.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"22.1";"";"";"";"";"";"";
"08.07.2017 17:30";"31.6";"696.8";"749.0";"";"61";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"33.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"23.2";"";"";"";"";"";"";
"08.07.2017 08:30";"24.8";"699.6";"753.2";"";"86";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"22.2";"";"";"";"";"";"";
"07.07.2017 17:30";"31.4";"697.2";"749.4";"";"54";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"21.0";"";"";"";"";"";"";
"07.07.2017 08:30";"25.0";"699.2";"752.5";"";"84";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"20.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"22.1";"";"";"";"";"";"";
"06.07.2017 17:30";"28.6";"697.5";"750.2";"";"60";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"29.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"20.0";"";"";"";"";"";"";
"06.07.2017 08:30";"24.4";"698.9";"751.4";"";"89";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"20.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"22.4";"";"";"";"";"";"";
"05.07.2017 17:30";"27.4";"697.0";"749.8";"";"79";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"27.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"23.5";"";"";"";"";"";"";
"05.07.2017 08:30";"23.8";"698.5";"752.2";"";"94";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"20.3";"";"";"";"1000-1500";"";"";"2.0";"22.8";"";"";"";"";"";"";
"04.07.2017 17:30";"24.8";"696.8";"750.2";"";"87";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"25.0";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"2.0";"22.5";"";"";"";"";"";"";
"04.07.2017 08:30";"23.0";"697.9";"750.1";"";"91";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"20.5";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"2.0";"21.5";"";"";"";"";"";"";
"03.07.2017 17:30";"30.0";"695.2";"747.4";"";"66";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"30.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"22.9";"";"";"";"";"";"";
"03.07.2017 08:30";"24.2";"697.6";"751.0";"";"92";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"21.5";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"1000-1500";"Altocumulus translucidus at a single level.";"";"2.0";"22.8";"";"";"";"";"";"";
"02.07.2017 17:30";"29.4";"694.6";"746.9";"";"66";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"22.3";"";"";"";"";"";"";
"02.07.2017 08:30";"24.4";"696.4";"749.8";"";"89";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"21.5";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"4.0";"22.4";"";"";"";"";"";"";
"01.07.2017 17:30";"30.0";"694.1";"746.2";"";"67";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"30.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"23.2";"";"";"";"";"";"";
"01.07.2017 08:30";"25.6";"695.6";"748.8";"";"80";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"22.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"21.8";"";"";"";"";"";"";
"30.06.2017 17:30";"28.2";"694.1";"746.6";"";"77";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"31.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"23.7";"";"";"";"";"";"";
"30.06.2017 08:30";"25.6";"696.0";"749.2";"";"87";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"22.2";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"2.0";"23.3";"";"";"";"";"";"";
"29.06.2017 17:30";"31.4";"694.9";"746.8";"";"66";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"31.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"24.2";"";"";"";"";"";"";
"29.06.2017 08:30";"26.0";"697.0";"750.1";"";"83";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"22.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrostratus not progressively invading the sky and not entirely covering it.";"4.0";"22.9";"";"";"";"";"";"";
