# Weather station Una, India, WMO_ID=42077,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42077&lang=en
#
"Local time in Una";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.05.2017 08:30";"27.0";"";"";"";"58";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"22.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"02.05.2017 17:30";"25.0";"";"";"";"69";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.9";"";"";"";"";"";"";
"02.05.2017 08:30";"22.0";"";"";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"01.05.2017 17:30";"34.4";"";"";"";"31";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"37.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.8";"";"";"";"";"";"";
"01.05.2017 08:30";"21.6";"";"";"";"69";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"16.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.6";"";"";"";"";"";"";
"30.04.2017 17:30";"31.8";"";"";"";"36";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.0";"";"";"";"";"";"";
"30.04.2017 08:30";"22.4";"";"";"";"79";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"19.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.6";"";"";"";"";"";"";
"29.04.2017 17:30";"34.8";"";"";"";"40";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"39.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.4";"";"";"";"";"";"";
"29.04.2017 08:30";"24.0";"";"";"";"69";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"19.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.0";"";"";"";"";"";"";
"28.04.2017 17:30";"34.6";"";"";"";"35";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"38.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.2";"";"";"";"";"";"";
"28.04.2017 08:30";"22.4";"";"";"";"71";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"17.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.9";"";"";"";"";"";"";
"27.04.2017 17:30";"33.0";"";"";"";"37";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"36.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.6";"";"";"";"";"";"";
"27.04.2017 08:30";"24.4";"";"";"";"65";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"18.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.3";"";"";"";"";"";"";
"26.04.2017 17:30";"32.6";"";"";"";"34";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"36.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.8";"";"";"";"";"";"";
"26.04.2017 08:30";"21.8";"";"";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"25.04.2017 17:30";"32.2";"";"";"";"28";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"35.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.4";"";"";"";"";"";"";
"25.04.2017 08:30";"21.4";"";"";"";"72";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"16.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.1";"";"";"";"";"";"";
"24.04.2017 08:30";"22.2";"";"";"";"73";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"17.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.0";"";"";"";"";"";"";
"23.04.2017 17:30";"32.0";"";"";"";"45";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"35.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.8";"";"";"";"";"";"";
"23.04.2017 08:30";"26.0";"";"";"";"61";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"20.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.8";"";"";"";"";"";"";
"22.04.2017 08:30";"25.4";"";"";"";"66";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"18.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.5";"";"";"";"";"";"";
"21.04.2017 17:30";"38.4";"";"";"";"30";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"42.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.0";"";"";"";"";"";"";
"21.04.2017 08:30";"27.6";"";"";"";"57";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"22.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.2";"";"";"";"";"";"";
"20.04.2017 17:30";"40.0";"";"";"";"37";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"43.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"20.04.2017 08:30";"26.2";"";"";"";"63";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"20.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.7";"";"";"";"";"";"";
"19.04.2017 17:30";"38.0";"";"";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"19.04.2017 08:30";"25.0";"";"";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"18.04.2017 17:30";"37.6";"";"";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"18.04.2017 08:30";"22.8";"";"";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"17.04.2017 17:30";"36.8";"";"";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"17.04.2017 08:30";"21.4";"";"";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.1";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"16.04.2017 17:30";"37.0";"";"";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"16.04.2017 08:30";"21.0";"";"";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"15.04.2017 17:30";"36.4";"";"";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"15.04.2017 08:30";"19.8";"";"";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.3";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"14.04.2017 17:30";"36.2";"";"";"";"28";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"39.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.2";"";"";"";"";"";"";
"14.04.2017 08:30";"20.2";"";"";"";"81";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"16.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.9";"";"";"";"";"";"";
"13.04.2017 17:30";"34.0";"";"";"";"28";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"38.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.8";"";"";"";"";"";"";
"13.04.2017 08:30";"20.2";"";"";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"12.04.2017 17:30";"34.4";"";"";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"12.04.2017 08:30";"19.6";"";"";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"11.04.2017 17:30";"32.8";"";"";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"11.04.2017 08:30";"15.8";"";"";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"10.04.2017 17:30";"28.8";"";"";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"10.04.2017 08:30";"14.4";"";"";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"09.04.2017 17:30";"30.2";"";"";"";"39";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"34.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.9";"";"";"";"";"";"";
"09.04.2017 08:30";"15.4";"";"";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"08.04.2017 17:30";"29.8";"";"";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"08.04.2017 08:30";"16.8";"";"";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"07.04.2017 17:30";"28.4";"";"";"";"50";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.9";"";"";"";"";"";"";
"07.04.2017 08:30";"20.6";"";"";"";"78";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"17.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.7";"";"";"";"";"";"";
"06.04.2017 17:30";"28.8";"";"";"";"49";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.1";"";"";"";"";"";"";
"06.04.2017 08:30";"20.8";"";"";"";"80";"variable wind direction";"1";"";"";"70 – 80%.";" ";"";"";"17.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.2";"";"";"";"";"";"";
"05.04.2017 17:30";"23.6";"";"";"";"70";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"26.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.9";"";"";"";"";"";"";
"05.04.2017 08:30";"22.2";"";"";"";"74";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"18.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.4";"";"";"";"";"";"";
"04.04.2017 17:30";"29.2";"";"";"";"44";"variable wind direction";"1";"";"";"70 – 80%.";" ";"";"";"";"37.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.6";"";"";"";"";"";"";
"04.04.2017 08:30";"22.8";"";"";"";"68";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"17.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.6";"";"";"";"";"";"";
"03.04.2017 17:30";"30.2";"";"";"";"43";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"34.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.1";"";"";"";"";"";"";
"03.04.2017 08:30";"20.4";"";"";"";"78";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"16.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.4";"";"";"";"";"";"";
"02.04.2017 17:30";"34.2";"";"";"";"27";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"38.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"12.6";"";"";"";"";"";"";
"02.04.2017 08:30";"21.8";"";"";"";"77";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"17.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.6";"";"";"";"";"";"";
"01.04.2017 17:30";"34.6";"";"";"";"29";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"38.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.2";"";"";"";"";"";"";
"01.04.2017 08:30";"21.2";"";"";"";"75";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"17.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.6";"";"";"";"";"";"";
"31.03.2017 17:30";"34.0";"";"";"";"31";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"38.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.6";"";"";"";"";"";"";
"31.03.2017 08:30";"21.4";"";"";"";"75";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"17.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.7";"";"";"";"";"";"";
"30.03.2017 17:30";"33.6";"";"";"";"27";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"37.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.1";"";"";"";"";"";"";
"30.03.2017 08:30";"20.0";"";"";"";"83";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"16.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.1";"";"";"";"";"";"";
"29.03.2017 17:30";"33.0";"";"";"";"24";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"36.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.6";"";"";"";"";"";"";
"29.03.2017 08:30";"18.2";"";"";"";"84";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"16.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"28.03.2017 17:30";"32.4";"";"";"";"24";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"37.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.6";"";"";"";"";"";"";
"28.03.2017 08:30";"17.8";"";"";"";"84";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.1";"";"";"";"";"";"";
"27.03.2017 17:30";"30.2";"";"";"";"30";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"37.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.7";"";"";"";"";"";"";
"27.03.2017 08:30";"17.4";"";"";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.3";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"26.03.2017 17:30";"30.0";"";"";"";"30";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.4";"";"";"";"";"";"";
"26.03.2017 08:30";"16.6";"";"";"";"82";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.5";"";"";"";"";"";"";
"25.03.2017 08:30";"16.4";"";"";"";"82";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"13.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.2";"";"";"";"";"";"";
"24.03.2017 17:30";"30.8";"";"";"";"29";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.6";"";"";"";"";"";"";
"24.03.2017 08:30";"19.6";"";"";"";"87";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"17.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.3";"";"";"";"";"";"";
"23.03.2017 17:30";"30.6";"";"";"";"28";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.3";"";"";"";"";"";"";
"23.03.2017 08:30";"18.4";"";"";"";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"15.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.7";"";"";"";"";"";"";
