# Weather station Purulia, India, WMO_ID=42705,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42705&lang=en
#
"Local time in Purulia";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.05.2017 08:30";"26.2";"733.5";"755.2";"";"65";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"19.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.1";"";"";"";"";"";"";
"03.05.2017 17:30";"33.4";"728.7";"749.7";"";"48";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"39.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.9";"";"";"";"";"";"";
"03.05.2017 08:30";"25.0";"735.2";"757.0";"";"76";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"23.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.4";"";"";"";"";"";"";
"02.05.2017 17:30";"37.0";"730.2";"751.0";"";"41";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"38.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.5";"";"";"";"";"";"";
"02.05.2017 08:30";"24.6";"732.0";"753.7";"";"66";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"19.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.9";"";"";"";"";"";"";
"01.05.2017 17:30";"33.0";"733.3";"754.5";"";"52";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"35.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"01.05.2017 08:30";"24.4";"734.8";"756.6";"";"66";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"22.1";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.7";"";"";"";"";"";"";
"30.04.2017 17:30";"38.0";"730.0";"750.7";"";"32";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"39.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.7";"";"";"";"";"";"";
"29.04.2017 17:30";"40.0";"730.0";"750.6";"";"22";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"41.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"14.7";"";"";"";"";"";"";
"29.04.2017 08:30";"27.8";"733.4";"754.9";"";"61";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"25.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.5";"";"";"";"";"";"";
"28.04.2017 17:30";"40.0";"730.7";"751.3";"";"22";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"40.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"14.7";"";"";"";"";"";"";
"28.04.2017 08:30";"26.8";"734.7";"756.4";"";"71";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"24.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.1";"";"";"";"";"";"";
"27.04.2017 17:30";"39.0";"730.0";"750.7";"";"23";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"39.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.5";"";"";"";"";"";"";
"27.04.2017 08:30";"28.2";"734.0";"755.5";"";"62";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"26.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.3";"";"";"";"";"";"";
"27.04.2017 02:30";"29.4";"732.5";"753.9";"";"74";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.2";"";"";"";"";"";"";
"26.04.2017 17:30";"39.0";"734.7";"755.5";"";"19";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"40.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"11.5";"";"";"";"";"";"";
"26.04.2017 08:30";"29.4";"732.3";"753.7";"";"35";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"26.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"12.4";"";"";"";"";"";"";
"25.04.2017 17:30";"40.2";"728.7";"749.2";"";"15";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"41.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"9.1";"";"";"";"";"";"";
"25.04.2017 08:30";"27.2";"729.6";"751.1";"";"81";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.1";"";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"24.04.2017 17:30";"37.0";"727.3";"748.0";"";"41";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"37.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.5";"";"";"";"";"";"";
"24.04.2017 08:30";"24.4";"734.2";"756.0";"";"72";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"20.7";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.1";"";"";"";"";"";"";
"23.04.2017 17:30";"36.2";"728.9";"749.7";"";"39";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"39.7";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.1";"";"";"";"";"";"";
"23.04.2017 08:30";"24.6";"732.7";"754.5";"";"71";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"22.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.0";"";"";"";"";"";"";
"22.04.2017 17:30";"35.0";"727.1";"747.9";"";"53";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"40.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"22.04.2017 08:30";"28.4";"730.3";"751.7";"";"57";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"26.1";"";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"21.04.2017 17:30";"35.0";"728.6";"749.5";"";"46";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"38.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"21.04.2017 08:30";"27.0";"730.3";"751.8";"";"77";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"25.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.6";"";"";"";"";"";"";
"20.04.2017 17:30";"35.0";"730.2";"751.1";"";"46";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"38.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.9";"";"";"";"";"";"";
"20.04.2017 08:30";"25.8";"731.2";"752.8";"";"59";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"24.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.2";"";"";"";"";"";"";
"19.04.2017 17:30";"40.2";"727.0";"747.5";"";"27";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"40.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.7";"";"";"";"";"";"";
"19.04.2017 08:30";"28.4";"731.2";"752.6";"";"68";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"25.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.9";"";"";"";"";"";"";
"18.04.2017 17:30";"38.6";"728.8";"749.5";"";"22";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"40.7";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"18.04.2017 08:30";"27.4";"732.7";"754.2";"";"70";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"23.1";"";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"17.04.2017 17:30";"35.4";"730.4";"751.3";"";"45";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"38.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.7";"";"";"";"";"";"";
"17.04.2017 08:30";"23.4";"731.9";"753.7";"";"36";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"20.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"7.4";"";"";"";"";"";"";
"16.04.2017 17:30";"34.4";"728.8";"749.7";"";"39";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"35.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.5";"";"";"";"";"";"";
"16.04.2017 08:30";"25.0";"731.1";"752.8";"";"64";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"26.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.7";"";"";"";"";"";"";
"15.04.2017 17:30";"38.6";"727.3";"747.9";"";"22";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"40.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.4";"";"";"";"";"";"";
"15.04.2017 08:30";"26.4";"731.2";"752.8";"";"37";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"14.04.2017 17:30";"38.0";"730.9";"751.6";"";"27";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"39.3";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"14.04.2017 08:30";"25.0";"734.1";"755.9";"";"76";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"13.04.2017 17:30";"39.0";"730.7";"751.4";"";"14";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"40.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"7.3";"";"";"";"";"";"";
"13.04.2017 08:30";"24.8";"733.4";"755.2";"";"74";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"21.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.9";"";"";"";"";"";"";
"12.04.2017 17:30";"37.8";"731.7";"752.5";"";"17";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"8.6";"";"";"";"";"";"";
"12.04.2017 08:30";"23.4";"733.5";"755.4";"";"36";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"20.1";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"7.4";"";"";"";"";"";"";
"11.04.2017 17:30";"36.4";"734.8";"755.8";"";"11";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"37.3";"";"";"";"";"";"10.0";"1.0";"";"";"";"";"";"";
"11.04.2017 08:30";"23.6";"734.4";"756.3";"";"31";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.1";"";"";"";"";"";"";"10.0";"5.4";"";"";"";"";"";"";
"10.04.2017 17:30";"38.4";"730.0";"750.7";"";"17";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"39.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"9.2";"";"";"";"";"";"";
