# Weather station Sheopur, India, WMO_ID=42456,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42456&lang=en
#
"Local time in Sheopur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.06.2017 08:30";"34.4";"732.2";"751.6";"";"49";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"29.4";"";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"16.06.2017 17:30";"41.0";"729.6";"748.5";"";"32";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"42.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.3";"";"";"";"";"";"";
"16.06.2017 08:30";"34.4";"732.8";"752.2";"";"39";"Wind blowing from the west";"1";"";"";"10%  or less, but not 0";" ";"";"";"30.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.5";"";"";"";"";"";"";
"15.06.2017 17:30";"40.4";"730.4";"749.3";"";"32";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"41.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.8";"";"";"";"";"";"";
"15.06.2017 08:30";"31.0";"";"";"";"51";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"28.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"19.8";"";"";"";"";"";"";
"14.06.2017 17:30";"36.4";"730.5";"749.7";"";"41";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"37.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.1";"";"";"";"";"";"";
"14.06.2017 08:30";"32.8";"733.8";"753.3";"";"58";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"27.8";"";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"13.06.2017 17:30";"42.0";"728.7";"747.5";"";"21";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"43.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.6";"";"";"";"";"";"";
"13.06.2017 08:30";"34.8";"732.0";"751.3";"";"31";"Wind blowing from the north-west";"3";"";"";"20–30%.";" ";"";"";"33.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.4";"";"";"";"";"";"";
"12.06.2017 17:30";"41.0";"728.2";"747.0";"";"19";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"12.06.2017 08:30";"34.0";"731.6";"751.0";"";"47";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"29.4";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"11.06.2017 17:30";"40.8";"729.3";"748.2";"";"25";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"41.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.3";"";"";"";"";"";"";
"11.06.2017 08:30";"33.0";"732.3";"751.8";"";"39";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"29.4";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"10.06.2017 17:30";"37.0";"729.7";"748.8";"";"36";"Wind blowing from the north-northeast";"2";"";"";"50%.";" ";"";"";"";"41.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.7";"";"";"";"";"";"";
"10.06.2017 08:30";"32.8";"733.0";"752.5";"";"53";"Wind blowing from the west";"1";"";"";"10%  or less, but not 0";" ";"";"";"28.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.0";"";"";"";"";"";"";
"09.06.2017 17:30";"37.2";"730.7";"749.8";"";"36";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"37.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.6";"";"";"";"";"";"";
"09.06.2017 08:30";"28.4";"734.8";"754.6";"";"69";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"25.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus spissatus cumulonimbogenitus.";"2.0";"22.2";"";"";"";"";"";"";
"08.06.2017 17:30";"29.0";"733.5";"753.2";"";"71";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"1500-2000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus spissatus cumulonimbogenitus.";"2.0";"23.2";"";"";"";"";"";"";
"08.06.2017 08:30";"31.8";"734.5";"754.1";"";"64";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"07.06.2017 17:30";"23.6";"732.9";"753.0";"";"";"Wind blowing from the south";"2";"";"";"50%.";" ";"";"";"";"40.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"";"";"";"";"";"";"";
"07.06.2017 08:30";"32.4";"735.0";"754.6";"";"58";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"28.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"23.2";"";"";"";"";"";"";
"06.06.2017 17:30";"42.0";"730.9";"749.8";"";"27";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"42.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.1";"";"";"";"";"";"";
"06.06.2017 08:30";"35.0";"726.6";"745.8";"";"50";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"31.4";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"05.06.2017 17:30";"43.0";"729.2";"748.0";"";"27";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"43.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"20.2";"";"";"";"";"";"";
"05.06.2017 08:30";"37.0";"733.4";"752.6";"";"43";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"34.0";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"04.06.2017 17:30";"43.8";"729.5";"748.2";"";"12";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"44.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"8.5";"";"";"";"";"";"";
"04.06.2017 08:30";"36.8";"733.0";"752.2";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"30.4";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"03.06.2017 17:30";"44.0";"729.6";"748.3";"";"23";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"46.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.8";"";"";"";"";"";"";
"03.06.2017 08:30";"34.4";"733.1";"752.5";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"02.06.2017 17:30";"40.8";"735.2";"754.2";"";"24";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"02.06.2017 08:30";"31.4";"734.7";"754.3";"";"54";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"01.06.2017 17:30";"36.0";"731.5";"750.7";"";"29";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"01.06.2017 08:30";"26.0";"733.4";"753.3";"";"81";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"22.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.4";"";"";"";"";"";"";
"31.05.2017 17:30";"26.0";"731.4";"751.3";"";"79";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus spissatus cumulonimbogenitus.";"2.0";"22.1";"";"";"";"";"";"";
"31.05.2017 08:30";"30.0";"730.8";"750.4";"";"69";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"24.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.7";"";"";"";"";"";"";
"30.05.2017 17:30";"39.0";"727.4";"746.4";"";"28";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"40.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"17.6";"";"";"";"";"";"";
"30.05.2017 08:30";"31.6";"731.3";"750.8";"";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"29.05.2017 17:30";"40.0";"727.4";"746.3";"";"34";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"40.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.1";"";"";"";"";"";"";
"29.05.2017 08:30";"30.0";"732.1";"751.7";"";"49";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"27.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.2";"";"";"";"";"";"";
"28.05.2017 17:30";"43.6";"727.8";"746.5";"";"21";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"44.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.8";"";"";"";"";"";"";
"28.05.2017 08:30";"35.0";"731.4";"750.7";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.0";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"27.05.2017 17:30";"45.4";"727.9";"746.5";"";"20";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"47.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.9";"";"";"";"";"";"";
"27.05.2017 08:30";"37.0";"731.3";"750.5";"";"32";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"32.0";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"26.05.2017 17:30";"45.0";"728.8";"747.4";"";"17";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"46.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"14.3";"";"";"";"";"";"";
"26.05.2017 08:30";"36.4";"732.8";"752.1";"";"34";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"31.8";"";"";"";"";"";"";"";"18.1";"";"";"";"";"";"";
"25.05.2017 17:30";"42.4";"728.1";"746.9";"";"20";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"44.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.3";"";"";"";"";"";"";
"25.05.2017 08:30";"36.0";"734.4";"753.7";"";"33";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"28.4";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"24.05.2017 17:30";"36.0";"732.0";"751.3";"";"29";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"";"41.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"15.4";"";"";"";"";"";"";
"24.05.2017 08:30";"36.0";"735.1";"754.4";"";"41";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"23.05.2017 17:30";"41.4";"732.2";"751.1";"";"21";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"41.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.6";"";"";"";"";"";"";
"23.05.2017 08:30";"33.0";"736.8";"756.4";"";"38";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"22.05.2017 17:30";"38.0";"733.4";"752.6";"";"24";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"22.05.2017 08:30";"28.0";"736.1";"756.0";"";"55";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"21.05.2017 17:30";"40.4";"730.3";"749.2";"";"19";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"21.05.2017 08:30";"34.6";"734.3";"753.7";"";"31";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"20.05.2017 17:30";"42.4";"730.2";"749.0";"";"14";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"42.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.9";"";"";"";"";"";"";
"20.05.2017 08:30";"33.0";"734.5";"754.0";"";"35";"Wind blowing from the south-west";"1";"";"";"no clouds";"Cloud development not observed or not observable. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"27.5";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"19.05.2017 17:30";"41.8";"732.0";"750.9";"";"18";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"44.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"12.8";"";"";"";"";"";"";
