# Weather station Barmer, India, WMO_ID=42435,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42435&lang=en
#
"Local time in Barmer";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.06.2016 20:30";"37.2";"733.2";"748.9";"1.6";"53";"Wind blowing from the west";"2";"";"";"no clouds";"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"26.2";"";"";"";"";"";"";
"09.06.2016 17:30";"39.6";"731.6";"747.2";"-1.5";"41";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"09.06.2016 14:30";"38.8";"733.1";"748.8";"-1.8";"43";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"09.06.2016 11:30";"36.0";"734.9";"750.7";"-0.1";"56";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"09.06.2016 08:30";"31.0";"735.0";"751.1";"0.5";"68";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"28.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"09.06.2016 05:30";"29.2";"734.5";"750.7";"0.7";"79";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"09.06.2016 02:30";"32.0";"733.8";"749.8";"-0.2";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"08.06.2016 23:30";"35.8";"734.0";"749.8";"1.2";"60";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"08.06.2016 20:30";"39.2";"732.8";"748.4";"0.6";"43";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"08.06.2016 17:30";"43.0";"732.2";"747.6";"-1.6";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.8";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"08.06.2016 14:30";"42.6";"733.8";"749.3";"-1.7";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"08.06.2016 11:30";"36.4";"735.5";"751.3";"-0.4";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"08.06.2016 08:30";"29.8";"735.9";"752.1";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"08.06.2016 05:30";"";"";"751.6";"";"";"";"";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.1";"";"";"";"";"";"";
"08.06.2016 02:30";"31.6";"735.0";"751.1";"0.1";"67";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"07.06.2016 23:30";"35.8";"734.9";"750.7";"1.0";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"07.06.2016 20:30";"38.2";"733.9";"749.6";"-0.9";"12";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.6";"";"";"";"";"";"";
"07.06.2016 17:30";"44.4";"734.8";"750.2";"0.4";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"45.8";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"07.06.2016 14:30";"44.6";"734.4";"749.8";"-1.8";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"07.06.2016 11:30";"39.2";"736.2";"751.9";"-0.4";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"07.06.2016 08:30";"31.6";"736.6";"752.7";"0.9";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.4";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"07.06.2016 05:30";"31.2";"735.7";"751.8";"0.5";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"07.06.2016 02:30";"35.0";"735.2";"751.1";"-0.2";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"06.06.2016 23:30";"36.0";"735.4";"751.3";"0.9";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"06.06.2016 20:30";"38.6";"734.5";"750.2";"-0.8";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"06.06.2016 17:30";"45.2";"735.3";"750.7";"0.3";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"46.2";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"06.06.2016 14:30";"44.0";"735.0";"750.4";"-1.8";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"06.06.2016 11:30";"42.4";"736.8";"752.4";"0.0";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"06.06.2016 08:30";"33.2";"736.8";"752.8";"1.2";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.6";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"06.06.2016 05:30";"31.6";"735.6";"751.7";"0.2";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"06.06.2016 02:30";"36.0";"735.4";"751.3";"-0.2";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"05.06.2016 23:30";"37.2";"735.6";"751.4";"0.6";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"05.06.2016 20:30";"38.8";"735.0";"750.7";"0.2";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"05.06.2016 17:30";"45.2";"734.8";"750.2";"-1.7";"15";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"46.5";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"05.06.2016 14:30";"45.2";"736.5";"751.9";"-1.5";"12";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"05.06.2016 11:30";"41.8";"738.0";"753.6";"-0.2";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"05.06.2016 08:30";"33.0";"738.2";"754.3";"1.2";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.8";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"05.06.2016 05:30";"32.2";"737.0";"753.1";"-0.1";"31";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"05.06.2016 02:30";"36.4";"737.1";"753.0";"-0.8";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"04.06.2016 23:30";"38.0";"737.9";"753.7";"1.1";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"04.06.2016 20:30";"39.0";"736.8";"752.5";"0.3";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"04.06.2016 17:30";"43.4";"736.5";"752.0";"-1.3";"15";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"44.6";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"04.06.2016 14:30";"44.2";"737.8";"753.3";"-1.4";"14";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"04.06.2016 11:30";"41.0";"739.2";"754.9";"0.1";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"04.06.2016 08:30";"32.4";"739.1";"755.2";"1.2";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"04.06.2016 05:30";"29.6";"737.9";"754.1";"0.6";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"04.06.2016 02:30";"32.8";"737.3";"753.4";"-0.6";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"03.06.2016 23:30";"36.0";"737.9";"753.8";"0.6";"38";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"03.06.2016 20:30";"38.4";"737.3";"753.1";"0.7";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"03.06.2016 17:30";"42.8";"736.6";"752.1";"-1.3";"18";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"03.06.2016 14:30";"42.0";"737.9";"753.5";"-1.7";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"03.06.2016 11:30";"37.0";"739.6";"755.5";"0.5";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"03.06.2016 08:30";"30.0";"739.1";"755.3";"1.6";"66";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"03.06.2016 05:30";"29.6";"737.5";"753.7";"0.5";"58";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"03.06.2016 02:30";"32.8";"737.0";"753.1";"0.4";"44";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"02.06.2016 23:30";"35.0";"736.6";"752.5";"0.5";"37";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"02.06.2016 20:30";"38.2";"736.1";"751.9";"0.5";"25";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"02.06.2016 17:30";"41.6";"735.6";"751.2";"-1.4";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.1";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"02.06.2016 14:30";"40.4";"737.0";"752.7";"-1.8";"31";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"02.06.2016 11:30";"36.0";"738.8";"754.7";"-0.2";"43";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"02.06.2016 08:30";"30.2";"739.0";"755.2";"1.4";"65";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"27.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"02.06.2016 05:30";"28.8";"737.6";"753.9";"0.4";"71";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"02.06.2016 02:30";"31.0";"737.2";"753.4";"-0.3";"62";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"01.06.2016 23:30";"34.4";"737.5";"753.5";"0.7";"52";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"01.06.2016 20:30";"36.8";"736.8";"752.6";"0.4";"40";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.9";"";"";"";"";"";"";
"01.06.2016 17:30";"39.4";"736.4";"752.1";"-1.2";"38";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"";"39.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"01.06.2016 14:30";"39.4";"737.6";"753.3";"-1.6";"36";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.7";"";"";"";"";"";"";
"01.06.2016 11:30";"35.4";"739.2";"755.2";"-0.6";"47";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"01.06.2016 08:30";"29.6";"739.8";"756.1";"1.5";"69";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"27.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"01.06.2016 05:30";"29.0";"738.3";"754.6";"0.5";"71";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"01.06.2016 02:30";"31.0";"737.8";"754.0";"-0.2";"66";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"31.05.2016 23:30";"34.6";"738.0";"754.0";"1.0";"48";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"31.05.2016 20:30";"37.2";"737.0";"752.8";"1.2";"36";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"31.05.2016 17:30";"40.4";"735.8";"751.4";"-1.2";"29";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"31.05.2016 14:30";"39.4";"737.0";"752.7";"-1.3";"37";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"31.05.2016 11:30";"35.2";"738.3";"754.3";"-0.1";"49";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"31.05.2016 08:30";"29.6";"738.4";"754.7";"1.2";"67";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"27.5";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"31.05.2016 05:30";"28.4";"737.2";"753.5";"1.7";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"31.05.2016 02:30";"31.4";"735.5";"751.6";"-0.5";"57";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"30.05.2016 23:30";"34.2";"736.0";"752.0";"1.3";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"30.05.2016 20:30";"37.6";"734.7";"750.5";"1.4";"42";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"30.05.2016 17:30";"40.2";"733.3";"748.9";"-0.9";"34";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"40.5";"";"";"";"";"";"2.0";"21.7";"";"";"";"";"";"";
"30.05.2016 14:30";"39.6";"734.2";"749.8";"-1.5";"40";"Wind blowing from the south-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"23.8";"";"";"";"";"";"";
"30.05.2016 11:30";"34.2";"735.7";"751.7";"0.4";"53";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"30.05.2016 08:30";"29.2";"735.3";"751.5";"0.9";"68";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"27.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"30.05.2016 05:30";"28.0";"734.4";"750.7";"-0.4";"78";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"30.05.2016 02:30";"29.0";"734.8";"751.0";"-0.7";"71";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"29.05.2016 23:30";"32.0";"735.5";"751.6";"1.2";"64";"Wind blowing from the south-west";"2";"";"";"no clouds";"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"24.3";"";"";"";"";"";"";
"29.05.2016 20:30";"35.8";"734.3";"750.1";"1.2";"50";"Wind blowing from the south";"3";"";"";"no clouds";"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"23.9";"";"";"";"";"";"";
"29.05.2016 17:30";"38.8";"733.1";"748.8";"-1.2";"40";"";"";"";"";"50%.";" ";"";"";"";"39.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"29.05.2016 14:30";"37.6";"734.3";"750.0";"-1.2";"44";"Wind blowing from the south-west";"5";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"29.05.2016 11:30";"33.2";"735.5";"751.5";"-1.3";"55";"Wind blowing from the south-west";"5";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"29.05.2016 08:30";"29.8";"736.8";"753.0";"1.4";"69";"Wind blowing from the south-west";"5";"";"";"50%.";" ";"";"";"27.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"29.05.2016 05:30";"28.8";"735.4";"751.6";"0.3";"71";"Wind blowing from the south-west";"5";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"29.05.2016 02:30";"30.6";"735.1";"751.2";"-0.1";"68";"Wind blowing from the south-west";"2";"";"";"no clouds";"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"24.0";"";"";"";"";"";"";
"28.05.2016 23:30";"32.4";"735.2";"751.2";"-0.1";"60";"Wind blowing from the south-west";"4";"";"";"no clouds";"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"23.8";"";"";"";"";"";"";
