# Weather station Goalpara, India, WMO_ID=42407,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42407&lang=en
#
"Local time in Goalpara";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.07.2017 17:30";"30.6";"743.3";"746.5";"";"93";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"29.3";"";"";"";"";"";"";
"07.07.2017 08:30";"20.0";"746.7";"750.0";"";"89";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"19.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"1500-2000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.1";"";"";"";"";"";"";
"06.07.2017 17:30";"30.0";"743.8";"747.0";"";"88";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.8";"";"";"";"";"";"";
"06.07.2017 08:30";"18.8";"747.4";"750.7";"";"98";"Calm, no wind";"0";"";"";"100%.";"Rain, freezing, slight. ";"";"";"18.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"1500-2000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.5";"";"";"";"";"";"";
"05.07.2017 17:30";"29.6";"744.1";"747.3";"";"88";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.4";"";"";"";"";"";"";
"05.07.2017 08:30";"19.6";"746.8";"750.1";"";"96";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"19.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"1500-2000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.0";"";"";"";"";"";"";
"04.07.2017 17:30";"27.6";"744.7";"747.9";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"28.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1500-2000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"";"10.0";"26.8";"";"";"";"";"";"";
"04.07.2017 08:30";"18.4";"748.4";"751.7";"";"98";"Calm, no wind";"0";"";"";"100%.";"Rain or drizzle and snow, slight. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.1";"";"";"";"";"";"";
"03.07.2017 17:30";"28.6";"743.3";"746.5";"";"98";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"28.3";"";"";"";"";"";"";
"03.07.2017 08:30";"20.6";"746.8";"750.1";"";"96";"Calm, no wind";"0";"";"";"70 – 80%.";"Rain or drizzle and snow, slight. ";"";"";"20.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.0";"";"";"";"";"";"";
"02.07.2017 08:30";"20.2";"747.1";"750.4";"";"96";"Calm, no wind";"0";"";"";"100%.";"Rain, freezing, slight. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"19.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1000-1500";"";"";"10.0";"19.6";"";"";"";"";"";"";
"01.07.2017 08:30";"22.6";"745.9";"749.2";"";"95";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.7";"";"";"";"";"";"";
"30.06.2017 17:30";"32.0";"744.6";"747.8";"";"76";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"27.3";"";"";"";"";"";"";
"30.06.2017 08:30";"22.0";"746.3";"749.6";"";"96";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, heavy at time of observation. ";"";"";"20.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"1500-2000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.4";"";"";"";"";"";"";
"29.06.2017 17:30";"31.4";"746.8";"750.0";"";"76";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.0";"Stratocumulus cumulogenitus.";"100%.";"1500-2000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.7";"";"";"";"";"";"";
"29.06.2017 08:30";"24.8";"743.9";"747.1";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.5";"";"";"";"";"";"";
"28.06.2017 17:30";"33.0";"747.8";"751.0";"";"79";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"28.9";"";"";"";"";"";"";
"28.06.2017 08:30";"24.6";"744.3";"747.6";"";"78";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"22.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.6";"";"";"";"";"";"";
"27.06.2017 17:30";"33.6";"741.6";"744.7";"";"75";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"34.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1500-2000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"28.5";"";"";"";"";"";"";
"27.06.2017 08:30";"26.2";"742.7";"745.9";"";"69";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"20.1";"";"";"";"";"";"";
"26.06.2017 08:30";"22.8";"744.4";"747.7";"";"95";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.9";"";"";"";"";"";"";
"25.06.2017 17:30";"31.6";"743.0";"746.2";"";"89";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"1500-2000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"29.5";"";"";"";"";"";"";
"25.06.2017 08:30";"21.8";"745.7";"749.0";"";"87";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.6";"";"";"";"";"";"";
"24.06.2017 17:30";"32.0";"742.1";"745.3";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"28.8";"";"";"";"";"";"";
"24.06.2017 08:30";"22.0";"745.0";"748.3";"";"89";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"20.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"1500-2000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.1";"";"";"";"";"";"";
"23.06.2017 17:30";"30.0";"742.7";"745.9";"";"91";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"28.4";"";"";"";"";"";"";
"23.06.2017 08:30";"20.4";"745.4";"748.7";"";"96";"Calm, no wind";"0";"";"";"50%.";"Rain, not freezing, intermittent, heavy at time of observation. ";"";"";"20.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.8";"";"";"";"";"";"";
"22.06.2017 17:30";"29.6";"745.7";"748.9";"";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.5";"";"";"";"";"";"";
"22.06.2017 08:30";"19.6";"747.6";"750.9";"";"96";"Calm, no wind";"0";"";"";"100%.";"Rain, freezing, slight. ";"";"";"18.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1000-1500";"";"";"10.0";"19.0";"";"";"";"";"";"";
"21.06.2017 08:30";"20.4";"747.0";"750.3";"";"93";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.3";"";"";"";"";"";"";
"20.06.2017 17:30";"28.8";"744.2";"747.4";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"29.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1500-2000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"";"10.0";"28.0";"";"";"";"";"";"";
"20.06.2017 08:30";"18.6";"746.8";"750.1";"";"96";"Calm, no wind";"0";"";"";"100%.";"Drizzle, not freezing, intermittent, moderate at time of observation. ";"";"";"18.4";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1500-2000";"";"";"10.0";"18.0";"";"";"";"";"";"";
"19.06.2017 17:30";"29.6";"743.4";"746.6";"";"91";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1500-2000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"28.0";"";"";"";"";"";"";
"19.06.2017 08:30";"18.2";"747.0";"750.3";"";"94";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, moderate at time of observation. ";"";"";"18.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.2";"";"";"";"";"";"";
"18.06.2017 17:30";"29.2";"744.2";"747.4";"";"92";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"27.8";"";"";"";"";"";"";
"18.06.2017 08:30";"18.4";"747.4";"750.7";"";"94";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"";"";"18.2";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1500-2000";"";"";"10.0";"17.4";"";"";"";"";"";"";
"17.06.2017 17:30";"28.6";"744.8";"748.0";"";"92";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.2";"";"";"";"";"";"";
"17.06.2017 08:30";"17.8";"747.8";"751.1";"";"98";"Calm, no wind";"0";"";"";"100%.";"Rain, freezing, slight. ";"";"";"18.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1500-2000";"";"";"10.0";"17.5";"";"";"";"";"";"";
"16.06.2017 17:30";"20.2";"746.8";"750.1";"";"96";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"20.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"600-1000";"";"";"10.0";"19.6";"";"";"";"";"";"";
"16.06.2017 08:30";"18.6";"747.6";"750.9";"";"98";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, moderate at time of observation. ";"";"";"18.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"1500-2000";"Altostratus opacus or Nimbostratus.";"";"10.0";"18.3";"";"";"";"";"";"";
"15.06.2017 17:30";"30.2";"743.6";"746.8";"";"97";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"29.7";"";"";"";"";"";"";
"14.06.2017 17:30";"27.2";"745.5";"748.7";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"27.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1500-2000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"";"10.0";"25.6";"";"";"";"";"";"";
"13.06.2017 17:30";"27.0";"745.7";"748.9";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"27.2";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.6";"";"";"";"";"";"";
"12.06.2017 17:30";"27.0";"743.8";"747.0";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"27.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1000-1500";"";"";"10.0";"26.4";"";"";"";"";"";"";
"12.06.2017 08:30";"20.4";"746.5";"749.8";"";"96";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"19.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"10.0";"19.8";"";"";"";"";"";"";
"11.06.2017 17:30";"32.2";"743.8";"747.0";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"29.3";"";"";"";"";"";"";
"11.06.2017 08:30";"22.0";"746.8";"750.1";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"10.06.2017 17:30";"33.8";"742.3";"745.4";"";"75";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"28.7";"";"";"";"";"";"";
