# Weather station Tuticorin, India, WMO_ID=43379,selection from 14.01.2014 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43379&lang=en
#
"Local time in Tuticorin";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.09.2017 17:30";"29.4";"754.1";"754.3";"";"81";"Wind blowing from the south-southwest";"7";"";"";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"25.7";"";"";"";"";"";"";
"11.09.2017 08:30";"29.2";"756.1";"756.4";"";"88";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"26.3";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"27.0";"";"";"";"";"";"";
"10.09.2017 17:30";"29.2";"752.8";"753.0";"";"82";"Wind blowing from the south-southeast";"7";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"25.8";"";"";"";"";"";"";
"10.09.2017 08:30";"28.2";"755.7";"755.9";"";"85";"Wind blowing from the west-southwest";"1";"";"";"40%.";" ";"";"";"24.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"25.4";"";"";"";"";"";"";
"09.09.2017 17:30";"29.4";"753.1";"753.4";"";"83";"Wind blowing from the west-southwest";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.3";"";"";"";"";"";"";
"09.09.2017 08:30";"28.8";"756.1";"756.3";"";"82";"Wind blowing from the south-southwest";"1";"";"";"100%.";" ";"";"";"25.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"25.4";"";"";"";"";"";"";
"08.09.2017 17:30";"29.0";"753.6";"753.8";"";"86";"Wind blowing from the west-northwest";"3";"";"";"100%.";" ";"";"";"";"32.4";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"26.5";"";"";"";"";"";"";
"08.09.2017 08:30";"29.0";"755.9";"756.1";"";"86";"Wind blowing from the west-northwest";"3";"";"";"60%.";" ";"";"";"25.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"26.5";"";"";"";"";"";"";
"07.09.2017 17:30";"30.4";"753.2";"753.4";"";"83";"Wind blowing from the south-southwest";"3";"";"";"100%.";" ";"";"";"";"31.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"20.0";"27.1";"";"";"";"";"";"";
"07.09.2017 08:30";"28.8";"755.8";"756.0";"";"88";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"20.0";"26.6";"";"";"";"";"";"";
"06.09.2017 17:30";"30.0";"752.9";"753.1";"";"83";"Wind blowing from the south";"7";"";"";"60%.";" ";"";"";"";"31.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"26.7";"";"";"";"";"";"";
"06.09.2017 08:30";"30.6";"756.4";"756.6";"";"80";"Wind blowing from the north-northwest";"2";"";"";"50%.";" ";"";"";"25.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"26.7";"";"";"";"";"";"";
"05.09.2017 17:30";"29.4";"754.3";"754.5";"";"85";"Wind blowing from the south-southwest";"7";"";"";"100%.";" ";"";"";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"26.6";"";"";"";"";"";"";
"05.09.2017 08:30";"29.6";"756.4";"756.7";"";"85";"Wind blowing from the north-northwest";"1";"";"";"50%.";" ";"";"";"25.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"26.8";"";"";"";"";"";"";
"04.09.2017 17:30";"30.2";"753.7";"753.9";"";"84";"Wind blowing from the south-southeast";"4";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"27.2";"";"";"";"";"";"";
"04.09.2017 08:30";"30.0";"756.9";"757.1";"";"88";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"26.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"20.0";"27.8";"";"";"";"";"";"";
"03.09.2017 17:30";"29.6";"754.1";"754.3";"";"83";"Wind blowing from the south-southeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"26.5";"";"";"";"";"";"";
"03.09.2017 08:30";"29.4";"756.9";"757.1";"";"88";"Wind blowing from the north-northeast";"2";"";"";"60%.";" ";"";"";"25.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"27.2";"";"";"";"";"";"";
"02.09.2017 17:30";"29.6";"754.4";"754.6";"";"90";"Wind blowing from the south-southwest";"7";"";"";"60%.";" ";"";"";"";"31.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"27.7";"";"";"";"";"";"";
"02.09.2017 08:30";"27.8";"756.4";"756.7";"";"87";"Wind blowing from the north-northeast";"2";"";"";"40%.";"Clouds generally forming or developing. ";"Drizzle.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"25.5";"";"";"";"";"";"";
"01.09.2017 17:30";"29.8";"754.0";"754.2";"";"90";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"";"33.0";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"27.9";"";"";"";"";"";"";
"01.09.2017 08:30";"26.8";"756.9";"757.1";"";"89";"Wind blowing from the south-west";"1";"";"";"50%.";"Clouds generally forming or developing. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"24.8";"";"";"";"";"";"";
"31.08.2017 17:30";"30.8";"753.4";"753.7";"";"88";"Wind blowing from the south-southeast";"4";"";"";"60%.";" ";"";"";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"28.6";"";"";"";"";"";"";
"31.08.2017 08:30";"30.2";"757.2";"757.4";"";"87";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"26.9";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"27.7";"";"";"";"";"";"";
"30.08.2017 17:30";"34.2";"752.8";"753.0";"";"72";"Wind blowing from the west-northwest";"4";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"38.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"28.5";"";"";"";"";"";"";
"30.08.2017 08:30";"32.0";"755.2";"755.4";"";"78";"Wind blowing from the west-northwest";"5";"";"";"40%.";" ";"";"";"26.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"27.6";"";"";"";"";"";"";
"29.08.2017 17:30";"33.2";"752.4";"752.6";"";"78";"Wind blowing from the west-northwest";"6";"";"";"70 – 80%.";" ";"";"";"";"35.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"28.9";"";"";"";"";"";"";
"29.08.2017 08:30";"29.6";"754.9";"755.2";"";"83";"Wind blowing from the west-southwest";"4";"";"";"90  or more, but not 100%";" ";"";"";"26.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"26.5";"";"";"";"";"";"";
"28.08.2017 17:30";"32.4";"751.6";"751.8";"";"83";"Wind blowing from the west-northwest";"9";"";"";"60%.";" ";"";"";"";"37.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"29.2";"";"";"";"";"";"";
"28.08.2017 08:30";"29.2";"753.8";"754.0";"";"85";"Wind blowing from the west-southwest";"5";"";"";"90  or more, but not 100%";" ";"";"";"26.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"26.4";"";"";"";"";"";"";
"27.08.2017 17:30";"34.0";"751.0";"751.3";"";"73";"Wind blowing from the west-northwest";"8";"";"";"70 – 80%.";" ";"";"";"";"37.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"28.6";"";"";"";"";"";"";
"27.08.2017 08:30";"32.0";"753.7";"753.9";"";"74";"Wind blowing from the west";"6";"";"";"40%.";" ";"";"";"26.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"26.7";"";"";"";"";"";"";
