# Weather station Paramati, India, WMO_ID=43342,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43342&lang=en
#
"Local time in Paramati";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.06.2017 17:30";"35.0";"738.0";"752.8";"";"52";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";" ";"";"";"";"40.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"05.06.2017 08:30";"30.2";"740.8";"755.9";"";"77";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"04.06.2017 17:30";"36.0";"737.9";"752.7";"";"47";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"04.06.2017 08:30";"30.0";"740.6";"755.8";"";"75";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"03.06.2017 17:30";"33.4";"738.5";"753.4";"";"57";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";" ";"";"";"";"39.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"03.06.2017 08:30";"29.2";"740.8";"755.9";"";"72";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"27.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.7";"";"";"";"";"";"";
"02.06.2017 08:30";"29.0";"739.5";"754.7";"";"74";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"27.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.8";"";"";"";"";"";"";
"01.06.2017 17:30";"34.6";"736.4";"751.3";"";"56";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"40.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.7";"";"";"";"";"";"";
"01.06.2017 08:30";"29.2";"739.0";"754.1";"";"71";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"25.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.4";"";"";"";"";"";"";
"31.05.2017 17:30";"35.8";"736.9";"751.7";"";"50";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";" ";"";"";"";"40.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"31.05.2017 08:30";"30.0";"739.4";"754.6";"";"74";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"30.05.2017 17:30";"35.0";"741.0";"751.3";"";"57";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"30.05.2017 08:30";"29.0";"740.7";"755.9";"";"80";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"10.0";"25.3";"";"";"";"";"";"";
"29.05.2017 08:30";"30.0";"739.7";"754.9";"";"78";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"27.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.8";"";"";"";"";"";"";
"28.05.2017 17:30";"34.6";"737.2";"752.0";"";"61";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"28.05.2017 08:30";"30.4";"739.2";"754.3";"";"76";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"28.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.6";"";"";"";"";"";"";
"27.05.2017 17:30";"34.4";"737.1";"751.9";"";"54";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"27.05.2017 08:30";"27.8";"738.8";"754.0";"";"78";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"26.05.2017 17:30";"36.0";"737.5";"752.2";"";"54";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"40.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"26.05.2017 08:30";"31.2";"739.4";"754.5";"";"73";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"";"25.9";"";"";"";"";"";"";
"25.05.2017 17:30";"36.4";"736.0";"750.8";"";"56";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"25.05.2017 11:30";"";"739.8";"754.9";"";"";"Wind blowing from the north-northeast";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"";"";"";"";"26.6";"";"";"";"";"";"";
"25.05.2017 08:30";"";"739.8";"754.9";"";"";"Wind blowing from the north-northeast";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.6";"";"";"";"";"";"";
"24.05.2017 17:30";"36.4";"736.5";"751.3";"";"53";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"38.8";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.2";"";"";"";"";"";"";
"24.05.2017 08:30";"31.0";"740.5";"755.7";"";"78";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"26.8";"";"";"";"";"";"";
"23.05.2017 17:30";"38.0";"737.0";"751.7";"";"44";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"38.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"23.05.2017 08:30";"26.4";"740.8";"756.1";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"22.05.2017 17:30";"35.2";"737.9";"753.0";"";"61";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"39.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"26.7";"";"";"";"";"";"";
"22.05.2017 08:30";"29.8";"739.3";"754.5";"";"80";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"25.9";"";"";"";"";"";"";
"21.05.2017 17:30";"36.0";"736.9";"751.7";"";"47";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"39.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.1";"";"";"";"";"";"";
"21.05.2017 08:30";"28.0";"739.4";"754.7";"";"74";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"20.05.2017 17:30";"35.4";"738.0";"752.8";"";"55";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"20.05.2017 08:30";"29.0";"740.4";"755.6";"";"85";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"26.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"26.2";"";"";"";"";"";"";
"19.05.2017 17:30";"34.4";"738.4";"753.2";"";"61";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"38.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.8";"";"";"";"";"";"";
"19.05.2017 08:30";"27.0";"741.1";"756.4";"";"80";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"23.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.2";"";"";"";"";"";"";
"18.05.2017 17:30";"36.4";"737.2";"751.9";"";"56";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"";"40.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"26.2";"";"";"";"";"";"";
"18.05.2017 08:30";"29.4";"739.9";"755.1";"";"71";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"17.05.2017 17:30";"38.4";"736.0";"750.7";"";"49";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"17.05.2017 08:30";"31.4";"739.6";"754.6";"";"76";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"26.7";"";"";"";"";"";"";
"16.05.2017 17:30";"39.0";"735.8";"750.4";"";"48";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"16.05.2017 08:30";"30.4";"739.5";"754.6";"";"78";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"15.05.2017 17:30";"35.8";"738.4";"753.2";"";"53";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"24.8";"";"";"";"";"";"";
"15.05.2017 08:30";"29.0";"740.3";"755.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"14.05.2017 17:30";"37.4";"737.8";"752.5";"";"54";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"40.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"14.05.2017 08:30";"30.2";"740.8";"755.9";"";"77";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"13.05.2017 17:30";"35.0";"738.6";"753.4";"";"62";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"39.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"13.05.2017 08:30";"";"741.6";"756.7";"";"";"";"";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.1";"";"";"";"";"";"";
"12.05.2017 17:30";"";"737.8";"752.7";"";"";"";"";"";"";"10%  or less, but not 0";" ";"";"";"";"39.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.8";"";"";"";"";"";"";
"12.05.2017 08:30";"30.6";"742.1";"757.3";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"26.1";"";"";"";"";"";"";
"11.05.2017 17:30";"30.4";"738.1";"754.0";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"40.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"27.4";"";"";"";"";"";"";
"11.05.2017 08:30";"";"742.3";"757.4";"";"";"Wind blowing from the north-northeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.7";"";"";"";"";"";"";
"10.05.2017 17:30";"35.2";"738.7";"753.5";"";"61";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"38.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"26.7";"";"";"";"";"";"";
"10.05.2017 08:30";"28.4";"741.6";"756.8";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"09.05.2017 17:30";"38.6";"738.1";"753.0";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"09.05.2017 08:30";"30.0";"743.4";"758.6";"";"74";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"08.05.2017 17:30";"37.0";"740.1";"754.9";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"08.05.2017 08:30";"26.2";"743.2";"758.5";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"07.05.2017 17:30";"38.2";"739.1";"754.1";"";"51";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"42.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"26.4";"";"";"";"";"";"";
"07.05.2017 08:30";"32.2";"743.7";"758.8";"";"68";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"06.05.2017 17:30";"39.0";"739.4";"754.1";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"06.05.2017 08:30";"32.0";"743.5";"758.7";"";"69";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"05.05.2017 17:30";"39.0";"739.0";"753.7";"";"47";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"41.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.7";"";"";"";"";"";"";
"05.05.2017 08:30";"32.0";"742.9";"758.1";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"04.05.2017 17:30";"38.4";"739.7";"754.4";"";"49";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"04.05.2017 08:30";"32.0";"743.2";"758.4";"";"72";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"03.05.2017 17:30";"38.4";"739.8";"754.5";"";"43";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"03.05.2017 08:30";"31.4";"743.8";"758.9";"";"72";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"25.8";"";"";"";"";"";"";
"02.05.2017 17:30";"39.0";"739.6";"754.3";"";"47";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"02.05.2017 08:30";"29.6";"744.1";"759.4";"";"71";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"01.05.2017 17:30";"";"739.3";"754.1";"";"";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"40.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"01.05.2017 08:30";"31.4";"743.2";"758.4";"";"76";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"27.8";"";"";"";"";"";"";"10.0";"26.7";"";"";"";"";"";"";
"30.04.2017 17:30";"39.2";"738.6";"753.2";"";"36";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"30.04.2017 08:30";"31.2";"742.7";"757.9";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"26.1";"";"";"";"";"";"";
"29.04.2017 17:30";"39.0";"738.6";"753.2";"";"32";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"41.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.7";"";"";"";"";"";"";
