# Weather station Harnai, India, WMO_ID=43109,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43109&lang=en
#
"Local time in Harnai";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"13.09.2017 17:30";"29.6";"753.5";"755.2";"-2.1";"81";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"31.5";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"13.09.2017 14:30";"30.0";"755.6";"757.3";"-1.6";"83";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.9";"";"";"";"";"";"";
"13.09.2017 11:30";"30.4";"757.2";"758.9";"0.4";"76";"Calm, no wind";"0";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"25.6";"";"";"";"";"";"";
"13.09.2017 08:30";"27.6";"756.8";"758.5";"";"86";"Calm, no wind";"0";"";"";"100%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"25.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"25.0";"";"";"";"";"";"";
"12.09.2017 17:30";"30.2";"753.1";"754.8";"-1.0";"84";"Wind blowing from the west-northwest";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"31.9";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"27.2";"";"";"";"";"";"";
"12.09.2017 14:30";"30.6";"754.1";"755.8";"";"76";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"25.8";"";"";"";"";"";"";
"12.09.2017 08:30";"28.4";"756.1";"757.8";"";"82";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"26.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"11.09.2017 17:30";"30.0";"752.6";"754.3";"-1.5";"78";"Wind blowing from the west-northwest";"2";"";"";"70 – 80%.";"Clouds generally forming or developing. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"31.7";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"11.09.2017 14:30";"30.6";"754.1";"755.8";"-1.1";"74";"Wind blowing from the west-northwest";"2";"";"";"50%.";"Clouds generally forming or developing. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.5";"";"";"";"";"";"";
"11.09.2017 11:30";"29.8";"755.2";"756.9";"0.3";"73";"Calm, no wind";"0";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"11.09.2017 08:30";"28.6";"754.9";"756.6";"";"74";"Calm, no wind";"0";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"25.0";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"10.09.2017 17:30";"29.6";"752.4";"754.1";"-1.4";"85";"Wind blowing from the west-northwest";"2";"";"";"40%.";"Clouds generally forming or developing. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"32.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.8";"";"";"";"";"";"";
"10.09.2017 14:30";"30.6";"753.8";"755.5";"-1.2";"81";"Wind blowing from the west-northwest";"1";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.0";"";"";"";"";"";"";
"10.09.2017 11:30";"29.6";"755.0";"756.7";"0.3";"75";"Calm, no wind";"0";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"10.09.2017 08:30";"27.6";"754.7";"756.4";"";"90";"Calm, no wind";"0";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"26.0";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"09.09.2017 17:30";"28.6";"752.6";"754.3";"-0.8";"85";"Wind blowing from the north-northwest";"2";"";"";"60%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"30.5";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"09.09.2017 14:30";"29.6";"753.4";"755.1";"-1.3";"82";"Wind blowing from the north-northwest";"2";"";"";"60%.";"Clouds generally dissolving or becoming less developed. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"09.09.2017 11:30";"28.6";"754.7";"756.4";"0.0";"86";"Wind blowing from the north-northwest";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"26.1";"";"";"";"";"";"";
"09.09.2017 08:30";"27.0";"754.7";"756.4";"";"89";"Calm, no wind";"0";"";"";"100%.";"Clouds generally forming or developing. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"25.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"25.0";"";"";"";"";"";"";
"08.09.2017 17:30";"28.0";"752.8";"754.5";"-0.8";"78";"Calm, no wind";"0";"";"";"50%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"31.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"08.09.2017 14:30";"30.2";"753.6";"755.3";"-1.8";"77";"Calm, no wind";"0";"";"";"40%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"08.09.2017 11:30";"28.0";"755.4";"757.1";"0.0";"82";"Calm, no wind";"0";"";"";"100%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"24.6";"";"";"";"";"";"";
"08.09.2017 08:30";"26.2";"755.4";"757.1";"";"84";"Calm, no wind";"0";"";"";"100%.";"Clouds generally forming or developing. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.5";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"23.3";"";"";"";"";"";"";
"07.09.2017 17:30";"28.6";"752.5";"754.2";"-0.8";"85";"Wind blowing from the north-northwest";"3";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"30.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"07.09.2017 14:30";"29.0";"753.3";"755.0";"-2.7";"85";"Wind blowing from the north-northwest";"4";"";"";"50%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"07.09.2017 11:30";"29.4";"756.0";"757.7";"0.3";"82";"Calm, no wind";"0";"";"";"50%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"07.09.2017 08:30";"28.0";"755.7";"757.4";"";"78";"Calm, no wind";"0";"";"";"50%.";"Clouds generally dissolving or becoming less developed. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"25.6";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"06.09.2017 17:30";"29.0";"753.8";"755.5";"-1.5";"80";"Wind blowing from the south-west";"1";"";"";"50%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"30.8";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.3";"";"";"";"";"";"";
"06.09.2017 14:30";"30.2";"755.3";"757.0";"-1.3";"77";"Calm, no wind";"0";"";"";"40%.";"Clouds generally dissolving or becoming less developed. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"25.7";"";"";"";"";"";"";
"06.09.2017 11:30";"30.4";"756.6";"758.3";"0.3";"76";"Wind blowing from the north-northwest";"1";"";"";"50%.";"Clouds generally dissolving or becoming less developed. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"06.09.2017 08:30";"28.0";"756.3";"758.0";"";"85";"Calm, no wind";"0";"";"";"50%.";"Clouds generally dissolving or becoming less developed. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"25.5";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"05.09.2017 17:30";"29.0";"755.6";"757.3";"-0.7";"78";"Wind blowing from the north-northwest";"2";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"30.5";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"05.09.2017 14:30";"29.6";"756.3";"758.0";"-1.5";"75";"Wind blowing from the north-northwest";"2";"";"";"70 – 80%.";"Clouds generally forming or developing. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"05.09.2017 11:30";"29.0";"757.8";"759.5";"0.3";"85";"Calm, no wind";"0";"";"";"50%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"05.09.2017 08:30";"28.4";"757.5";"759.2";"";"85";"Calm, no wind";"0";"";"";"50%.";"Clouds generally dissolving or becoming less developed. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"25.5";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"04.09.2017 17:30";"29.0";"755.3";"757.0";"";"76";"Wind blowing from the north-northwest";"2";"";"";"40%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"30.5";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"04.09.2017 11:30";"28.8";"757.5";"759.2";"0.3";"85";"Calm, no wind";"0";"";"";"50%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"04.09.2017 08:30";"27.6";"757.2";"758.9";"";"87";"Calm, no wind";"0";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"25.5";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.3";"";"";"";"";"";"";
"03.09.2017 17:30";"29.2";"754.7";"756.4";"-0.6";"80";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"30.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"25.5";"";"";"";"";"";"";
