# Weather station Udgir, India, WMO_ID=43076,selection from 03.08.2014 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43076&lang=en
#
"Local time in Udgir";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.08.2017 17:30";"28.8";"696.3";"748.5";"";"64";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"30.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2000-2500";"Altocumulus castellanus or floccus.";"";"10.0";"21.3";"";"";"";"";"";"";
"08.08.2017 08:30";"23.6";"697.5";"750.7";"";"91";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"21.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.1";"";"";"";"";"";"";
"07.08.2017 17:30";"29.2";"695.6";"747.7";"";"65";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"30.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2000-2500";"Altocumulus castellanus or floccus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"10.0";"22.0";"";"";"";"";"";"";
"07.08.2017 08:30";"25.8";"697.2";"750.0";"";"83";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"22.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"2000-2500";"Altocumulus castellanus or floccus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"22.6";"";"";"";"";"";"";
"06.08.2017 17:30";"29.2";"695.3";"747.4";"";"67";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"";"30.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"22.4";"";"";"";"";"";"";
"06.08.2017 08:30";"25.4";"697.1";"750.0";"";"83";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"23.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"22.2";"";"";"";"";"";"";
"05.08.2017 17:30";"29.6";"702.7";"755.2";"";"64";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"31.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2000-2500";"Altocumulus castellanus or floccus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"22.2";"";"";"";"";"";"";
"05.08.2017 08:30";"25.2";"696.1";"748.9";"";"82";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"21.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"2000-2500";"Altocumulus castellanus or floccus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"22.0";"";"";"";"";"";"";
"04.08.2017 17:30";"29.8";"695.1";"747.0";"";"65";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"31.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"2000-2500";"Altocumulus castellanus or floccus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"22.4";"";"";"";"";"";"";
"04.08.2017 08:30";"23.8";"696.8";"750.0";"";"93";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"21.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2000-2500";"Altocumulus castellanus or floccus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"22.6";"";"";"";"";"";"";
"03.08.2017 17:30";"31.4";"696.0";"747.7";"";"57";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"22.0";"";"";"";"";"";"";
"03.08.2017 08:30";"24.6";"697.6";"750.7";"";"82";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"20.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.4";"";"";"";"";"";"";
"02.08.2017 17:30";"30.4";"698.0";"750.0";"";"60";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"32.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"21.8";"";"";"";"";"";"";
"02.08.2017 08:30";"25.6";"697.5";"750.4";"";"80";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"21.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.8";"";"";"";"";"";"";
"01.08.2017 08:30";"25.8";"699.0";"751.9";"";"80";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"21.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"22.0";"";"";"";"";"";"";
"30.07.2017 08:30";"25.2";"698.9";"751.9";"";"81";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"21.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.7";"";"";"";"";"";"";
"29.07.2017 17:30";"29.8";"697.9";"750.0";"";"65";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"22.4";"";"";"";"";"";"";
"29.07.2017 08:30";"25.0";"698.8";"751.9";"";"84";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"21.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2000-2500";"Altocumulus castellanus or floccus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"22.1";"";"";"";"";"";"";
"28.07.2017 17:30";"27.2";"697.1";"749.6";"";"86";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"31.0";"Stratocumulus cumulogenitus.";"60%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"24.7";"";"";"";"";"";"";
"28.07.2017 08:30";"25.2";"697.7";"750.7";"";"80";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"21.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"2000-2500";"Altocumulus castellanus or floccus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"10.0";"21.4";"";"";"";"";"";"";
"27.07.2017 17:30";"29.0";"695.6";"747.7";"";"68";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"32.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"22.4";"";"";"";"";"";"";
"27.07.2017 08:30";"25.0";"696.3";"749.2";"";"90";"Wind blowing from the south-west";"5";"";"";"40%.";" ";"";"";"20.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"23.3";"";"";"";"";"";"";
"26.07.2017 17:30";"28.8";"695.6";"747.7";"";"68";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"32.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"22.2";"";"";"";"";"";"";
"26.07.2017 11:30";"24.0";"696.1";"749.2";"";"88";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"20.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"";"Altocumulus castellanus or floccus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"";"21.9";"";"";"";"";"";"";
"26.07.2017 08:30";"24.0";"696.1";"749.2";"";"88";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"20.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"21.9";"";"";"";"";"";"";
"25.07.2017 17:30";"27.0";"694.6";"747.0";"";"79";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"33.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"23.0";"";"";"";"";"";"";
"25.07.2017 08:30";"23.8";"695.5";"748.5";"";"90";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"20.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"22.1";"";"";"";"";"";"";
"24.07.2017 17:30";"26.8";"695.2";"747.7";"";"77";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"22.5";"";"";"";"";"";"";
"24.07.2017 08:30";"24.6";"696.2";"749.2";"";"81";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"21.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"21.1";"";"";"";"";"";"";
"23.07.2017 17:30";"26.2";"695.1";"747.7";"";"79";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"22.2";"";"";"";"";"";"";
"23.07.2017 08:30";"25.2";"696.3";"749.2";"";"81";"Wind blowing from the south-west";"4";"";"";"70 – 80%.";" ";"";"";"21.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"21.7";"";"";"";"";"";"";
"22.07.2017 17:30";"30.0";"695.1";"747.0";"";"61";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"";"33.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"21.7";"";"";"";"";"";"";
"21.07.2017 17:30";"30.6";"694.5";"746.2";"";"62";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"";"33.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2000-2500";"Altocumulus castellanus or floccus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"22.4";"";"";"";"";"";"";
"21.07.2017 08:30";"24.8";"694.9";"747.7";"";"87";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"22.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"2000-2500";"Altocumulus castellanus or floccus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"22.5";"";"";"";"";"";"";
"20.07.2017 17:30";"26.8";"693.2";"745.5";"";"80";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"27.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2000-2500";"Altocumulus castellanus or floccus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"23.1";"";"";"";"";"";"";
"20.07.2017 08:30";"24.2";"693.4";"746.2";"";"93";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"21.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"23.0";"";"";"";"";"";"";
"19.07.2017 17:30";"23.2";"692.6";"745.5";"";"93";"Wind blowing from the west";"1";"";"";"100%.";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"50%.";"2000-2500";"Altocumulus castellanus or floccus.";"";"4.0";"22.0";"";"";"";"";"";"";
"19.07.2017 08:30";"23.4";"694.0";"747.0";"";"91";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"20.8";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"21.9";"";"";"";"";"";"";
"18.07.2017 17:30";"24.0";"693.4";"746.2";"";"98";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"24.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"23.7";"";"";"";"";"";"";
"18.07.2017 08:30";"";"";"747.7";"";"";"Wind blowing from the north-northeast";"12";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"1500-2000";"Altostratus translucidus.";"";"0.4";"21.8";"";"";"";"";"";"";
