# Weather station Gulbarga, India, WMO_ID=43121,selection from 11.07.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43121&lang=en
#
"Local time in Gulbarga";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.05.2017 11:30";"36.0";"719.9";"752.1";"4.3";"43";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.5";"";"";"";"";"";"";
"27.05.2017 08:30";"32.0";"715.6";"752.8";"";"50";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"29.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.4";"";"";"";"";"";"";
"26.05.2017 17:30";"41.0";"712.4";"748.5";"-1.1";"31";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"42.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.6";"";"";"";"";"";"";
"26.05.2017 14:30";"41.8";"713.5";"749.5";"";"31";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"21.2";"";"";"";"";"";"";
"26.05.2017 11:30";"39.4";"715.4";"751.6";"";"38";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"22.7";"";"";"";"";"";"";
"26.05.2017 08:30";"32.8";"715.6";"752.8";"";"48";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"29.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"20.3";"";"";"";"";"";"";
"25.05.2017 17:30";"42.4";"712.0";"747.7";"-1.2";"23";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"43.7";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.4";"";"";"";"";"";"";
"25.05.2017 14:30";"43.4";"713.2";"748.9";"-2.1";"22";"Wind blowing from the north";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.2";"";"";"";"";"";"";
"25.05.2017 11:30";"40.0";"715.3";"751.6";"-0.6";"30";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.1";"";"";"";"";"";"";
"25.05.2017 08:30";"33.6";"715.9";"752.9";"";"36";"Wind blowing from the north";"2";"";"";"60%.";" ";"";"";"29.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.6";"";"";"";"";"";"";
"24.05.2017 17:30";"41.6";"712.9";"748.8";"-1.1";"22";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"42.9";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.7";"";"";"";"";"";"";
"24.05.2017 14:30";"42.0";"714.0";"749.9";"-1.9";"23";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.8";"";"";"";"";"";"";
"24.05.2017 11:30";"41.2";"715.9";"751.9";"-1.2";"26";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.1";"";"";"";"";"";"";
"24.05.2017 08:30";"34.8";"717.1";"754.0";"";"30";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"30.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.0";"";"";"";"";"";"";
"23.05.2017 17:30";"41.4";"713.8";"749.8";"-1.0";"20";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"42.1";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.5";"";"";"";"";"";"";
"23.05.2017 14:30";"41.6";"714.8";"750.7";"-2.2";"24";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.0";"";"";"";"";"";"";
"23.05.2017 11:30";"40.4";"717.0";"753.2";"-0.6";"23";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.6";"";"";"";"";"";"";
"23.05.2017 08:30";"34.4";"717.6";"754.5";"";"33";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"31.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.7";"";"";"";"";"";"";
"22.05.2017 17:30";"42.4";"713.6";"749.5";"-1.5";"17";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"42.7";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"12.8";"";"";"";"";"";"";
"22.05.2017 14:30";"42.0";"715.1";"751.1";"-1.7";"19";"Wind blowing from the north";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.1";"";"";"";"";"";"";
"22.05.2017 11:30";"39.0";"716.8";"753.1";"";"24";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.8";"";"";"";"";"";"";
"21.05.2017 17:30";"41.8";"713.2";"749.1";"-0.9";"17";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"43.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.9";"";"";"";"";"";"";
"21.05.2017 14:30";"42.2";"714.1";"749.8";"-2.6";"18";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.9";"";"";"";"";"";"";
"21.05.2017 11:30";"38.4";"716.7";"753.1";"-0.5";"27";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.0";"";"";"";"";"";"";
"21.05.2017 08:30";"33.2";"717.2";"754.3";"";"34";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"28.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.2";"";"";"";"";"";"";
"20.05.2017 17:30";"42.0";"712.7";"748.6";"-1.7";"19";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"42.6";"Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.1";"";"";"";"";"";"";
"20.05.2017 14:30";"42.0";"714.4";"750.2";"-3.0";"22";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.1";"";"";"";"";"";"";
"20.05.2017 11:30";"39.0";"717.4";"753.9";"-0.9";"26";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.1";"";"";"";"";"";"";
"20.05.2017 08:30";"31.8";"718.3";"755.6";"";"40";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"28.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.5";"";"";"";"";"";"";
"19.05.2017 17:30";"41.0";"714.7";"750.7";"-1.2";"21";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"42.0";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.3";"";"";"";"";"";"";
"19.05.2017 14:30";"41.6";"715.9";"751.9";"-2.4";"24";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.0";"";"";"";"";"";"";
"19.05.2017 11:30";"37.6";"718.3";"754.9";"-0.4";"29";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.9";"";"";"";"";"";"";
"19.05.2017 08:30";"32.0";"718.7";"756.1";"";"49";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"28.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.0";"";"";"";"";"";"";
"18.05.2017 17:30";"42.4";"713.7";"749.5";"-0.8";"18";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"43.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.8";"";"";"";"";"";"";
"18.05.2017 14:30";"42.4";"714.5";"750.2";"-2.6";"18";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.8";"";"";"";"";"";"";
"18.05.2017 11:30";"38.2";"717.1";"753.6";"-0.6";"26";"variable wind direction";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.7";"";"";"";"";"";"";
"18.05.2017 08:30";"31.8";"717.7";"754.9";"";"61";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"26.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.4";"";"";"";"";"";"";
"17.05.2017 17:30";"32.4";"714.7";"751.8";"-1.0";"43";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"18.4";"";"";"";"";"";"";
"17.05.2017 14:30";"31.0";"715.7";"753.1";"-1.9";"56";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"21.2";"";"";"";"";"";"";
"17.05.2017 11:30";"29.0";"717.6";"755.2";"0.2";"65";"Calm, no wind";"0";"";"";"100%.";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"21.8";"";"";"";"";"";"";
"17.05.2017 08:30";"28.4";"717.4";"755.1";"";"69";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"27.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"600-1000";"Altostratus translucidus.";"";"10.0";"22.1";"";"";"";"";"";"";
"16.05.2017 17:30";"36.4";"713.5";"750.0";"0.1";"30";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"";"42.9";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"16.4";"";"";"";"";"";"";
"16.05.2017 14:30";"42.0";"713.4";"749.3";"-2.3";"24";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.6";"";"";"";"";"";"";
"16.05.2017 11:30";"39.4";"715.7";"751.9";"-1.1";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"16.05.2017 08:30";"31.2";"716.8";"754.0";"";"53";"Wind blowing from the north-west";"3";"";"";"40%.";" ";"";"";"27.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"20.4";"";"";"";"";"";"";
"15.05.2017 17:30";"38.8";"713.8";"750.1";"-1.9";"30";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"39.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.2";"";"";"";"";"";"";
"15.05.2017 14:30";"34.8";"715.7";"752.5";"-1.7";"44";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"20.7";"";"";"";"";"";"";
"15.05.2017 11:30";"32.6";"717.4";"754.6";"-0.6";"57";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altostratus translucidus.";"";"10.0";"23.1";"";"";"";"";"";"";
"15.05.2017 08:30";"27.6";"718.0";"755.9";"";"75";"Wind blowing from the west-southwest";"3";"";"";"100%.";" ";"";"";"25.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus translucidus.";"";"10.0";"22.8";"";"";"";"";"";"";
"14.05.2017 17:30";"40.6";"713.5";"749.5";"-1.2";"28";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"42.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"18.8";"";"";"";"";"";"";
