# Weather station Aligarh, India, WMO_ID=42262,selection from 07.12.2015 till 25.06.2018, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42262&lang=en
#
"Local time in Aligarh";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"26.10.2017 17:30";"29.4";"743.9";"759.8";"";"50";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"32.8";"";"";"";"";"";"2.0";"17.8";"";"";"";"";"";"";
"26.10.2017 08:30";"21.0";"746.2";"762.6";"";"73";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.4";"";"";"";"";"";"";"2.0";"16.0";"";"";"";"";"";"";
"25.10.2017 17:30";"29.6";"743.3";"759.2";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"33.0";"";"";"";"";"";"2.0";"14.5";"";"";"";"";"";"";
"25.10.2017 08:30";"21.2";"745.5";"761.9";"";"67";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.4";"";"";"";"";"";"";"2.0";"14.8";"";"";"";"";"";"";
"24.10.2017 17:30";"31.2";"741.6";"757.3";"";"57";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"34.0";"";"";"";"";"";"2.0";"21.7";"";"";"";"";"";"";
"24.10.2017 08:30";"22.2";"743.2";"759.4";"";"68";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.4";"";"";"";"";"";"";"2.0";"15.9";"";"";"";"";"";"";
"23.10.2017 08:30";"23.2";"740.9";"757.0";"";"65";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.0";"";"";"";"";"";"";"2.0";"16.3";"";"";"";"";"";"";
"22.10.2017 17:30";"33.2";"737.6";"753.1";"";"29";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"36.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"12.9";"";"";"";"";"";"";
"22.10.2017 08:30";"22.8";"740.0";"756.1";"";"68";"Wind blowing from the south-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.0";"";"";"";"";"";"";"2.0";"16.6";"";"";"";"";"";"";
"21.10.2017 08:30";"25.8";"741.2";"757.2";"";"62";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.0";"";"";"";"";"";"";"2.0";"17.9";"";"";"";"";"";"";
"20.10.2017 17:30";"33.4";"738.5";"754.1";"";"41";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"18.4";"";"";"";"";"";"";
"20.10.2017 08:30";"26.2";"741.3";"757.3";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.0";"";"";"";"";"";"";"2.0";"18.4";"";"";"";"";"";"";
"19.10.2017 17:30";"32.4";"739.0";"754.6";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"19.10.2017 08:30";"24.8";"741.8";"757.9";"";"72";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.4";"";"";"";"";"";"";"2.0";"19.5";"";"";"";"";"";"";
"18.10.2017 17:30";"31.2";"739.3";"755.0";"";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"18.10.2017 08:30";"23.2";"741.9";"758.1";"";"73";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.4";"";"";"";"";"";"";"2.0";"18.1";"";"";"";"";"";"";
"17.10.2017 17:30";"32.0";"739.0";"754.6";"";"38";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"34.8";"";"";"";"";"";"2.0";"16.1";"";"";"";"";"";"";
"17.10.2017 08:30";"24.0";"741.2";"757.3";"";"66";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.0";"";"";"";"";"";"";"2.0";"17.2";"";"";"";"";"";"";
"16.10.2017 17:30";"32.4";"737.4";"753.0";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"16.10.2017 08:30";"24.8";"740.0";"756.0";"";"64";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.8";"";"";"";"";"";"";"2.0";"17.4";"";"";"";"";"";"";
"15.10.2017 17:30";"32.0";"737.3";"752.9";"";"45";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"15.10.2017 08:30";"24.8";"739.5";"755.5";"";"64";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.4";"";"";"";"";"";"";"2.0";"17.4";"";"";"";"";"";"";
"14.10.2017 17:30";"33.8";"736.4";"751.9";"";"31";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"14.10.2017 08:30";"25.0";"739.6";"755.6";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.6";"";"";"";"";"";"";"2.0";"17.7";"";"";"";"";"";"";
"13.10.2017 17:30";"32.8";"737.1";"752.7";"";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"13.10.2017 08:30";"26.0";"739.4";"755.4";"";"63";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.4";"";"";"";"";"";"";"2.0";"18.5";"";"";"";"";"";"";
"12.10.2017 08:30";"26.2";"740.7";"756.7";"";"78";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.4";"";"";"";"";"";"";"2.0";"22.0";"";"";"";"";"";"";
"11.10.2017 17:30";"33.2";"738.3";"753.9";"";"38";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"11.10.2017 08:30";"26.8";"741.0";"756.9";"";"74";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.0";"";"";"";"";"";"";"2.0";"21.7";"";"";"";"";"";"";
"10.10.2017 17:30";"33.6";"737.9";"753.4";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"09.10.2017 17:30";"33.8";"738.5";"754.0";"";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"08.10.2017 17:30";"32.6";"738.4";"754.0";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"08.10.2017 08:30";"26.2";"741.6";"757.6";"";"69";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.4";"";"";"";"";"";"";"2.0";"20.1";"";"";"";"";"";"";
"07.10.2017 17:30";"32.8";"738.5";"754.1";"";"46";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"07.10.2017 08:30";"26.4";"741.7";"757.7";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"2.0";"20.3";"";"";"";"";"";"";
"06.10.2017 17:30";"33.6";"739.6";"755.2";"";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"06.10.2017 08:30";"27.0";"741.9";"757.9";"";"77";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.0";"";"";"";"";"";"";"2.0";"22.6";"";"";"";"";"";"";
"05.10.2017 17:30";"33.6";"739.6";"755.2";"";"44";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"05.10.2017 08:30";"28.0";"741.8";"757.7";"";"78";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.6";"";"";"";"";"";"";"2.0";"23.9";"";"";"";"";"";"";
"04.10.2017 17:30";"33.2";"739.5";"755.1";"";"49";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"04.10.2017 08:30";"26.8";"741.9";"757.9";"";"74";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.4";"";"";"";"";"";"";"2.0";"21.7";"";"";"";"";"";"";
"03.10.2017 17:30";"33.2";"738.5";"754.1";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"03.10.2017 08:30";"26.0";"741.0";"757.0";"";"67";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.4";"";"";"";"";"";"";"2.0";"19.5";"";"";"";"";"";"";
"02.10.2017 17:30";"32.6";"737.5";"753.1";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"02.10.2017 08:30";"26.4";"740.2";"756.2";"";"68";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.0";"";"";"";"";"";"";"2.0";"20.0";"";"";"";"";"";"";
"01.10.2017 17:30";"32.8";"738.2";"753.8";"";"49";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"01.10.2017 08:30";"26.2";"741.4";"757.4";"";"69";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.0";"";"";"";"";"";"";"2.0";"20.1";"";"";"";"";"";"";
"30.09.2017 17:30";"34.0";"737.3";"752.8";"";"45";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"30.09.2017 08:30";"28.2";"740.5";"756.4";"";"76";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.4";"";"";"";"";"";"";"2.0";"23.6";"";"";"";"";"";"";
"29.09.2017 17:30";"34.4";"736.9";"752.4";"";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"29.09.2017 08:30";"28.2";"739.2";"755.0";"";"78";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.8";"";"";"";"";"";"";"2.0";"23.9";"";"";"";"";"";"";
"28.09.2017 17:30";"34.2";"737.2";"752.7";"";"48";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"28.09.2017 08:30";"29.4";"739.6";"755.4";"";"70";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.8";"";"";"";"";"";"";"2.0";"23.3";"";"";"";"";"";"";
"27.09.2017 08:30";"27.8";"740.8";"756.7";"";"80";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.0";"";"";"";"";"";"";"2.0";"24.0";"";"";"";"";"";"";
"26.09.2017 17:30";"33.2";"738.1";"753.7";"";"56";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"26.09.2017 08:30";"27.8";"739.9";"755.8";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.0";"";"";"";"";"";"";"2.0";"24.3";"";"";"";"";"";"";
"25.09.2017 17:30";"33.2";"737.3";"752.8";"";"58";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"25.09.2017 08:30";"26.2";"739.4";"755.3";"";"90";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.0";"";"";"";"";"";"";"2.0";"24.5";"";"";"";"";"";"";
"24.09.2017 17:30";"28.8";"738.5";"754.3";"";"72";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"23.3";"";"";"";"";"";"";
"24.09.2017 08:30";"32.8";"741.0";"756.6";"";"56";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"22.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.9";"";"";"";"";"";"";
"23.09.2017 17:30";"25.2";"737.7";"753.7";"";"96";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"27.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.6";"";"";"";"";"";"";
"23.09.2017 08:30";"25.2";"737.5";"753.5";"";"96";"Wind blowing from the east";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"24.6";"";"";"";"";"";"";
