# Weather station Comilla, Bangladesh, WMO_ID=41933,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=41933&lang=en
#
"Local time in Comilla";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.08.2016 21:00";"27.3";"752.4";"753.1";"1.2";"87";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"25.0";"";"";"";"";"";"";
"11.08.2016 18:00";"28.2";"751.2";"751.9";"0.3";"83";"Wind blowing from the south";"4";"";"";"70 – 80%.";" ";"";"";"";"31.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"25.0";"";"";"";"";"";"";
"11.08.2016 15:00";"30.2";"750.9";"751.6";"-1.0";"78";"Wind blowing from the south";"5";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"26.0";"";"";"";"";"";"";
"11.08.2016 12:00";"30.4";"751.9";"752.6";"-0.7";"77";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"26.0";"";"";"";"";"";"";
"11.08.2016 09:00";"28.0";"752.6";"753.2";"1.3";"89";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"25.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"26.0";"";"";"";"";"";"";
"11.08.2016 06:00";"26.0";"751.3";"751.9";"";"94";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"25.0";"";"";"";"";"";"";
"11.08.2016 03:00";"26.0";"751.3";"751.9";"-0.1";"94";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"25.0";"";"";"";"";"";"";
"11.08.2016 00:00";"26.0";"751.4";"752.0";"0.2";"94";"Wind blowing from the south-east";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"25.0";"5.0";"1";"";"";"";"";
"10.08.2016 21:00";"26.2";"751.2";"751.8";"2.0";"88";"Wind blowing from the south-east";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.0";"";"";"";"";"";"";
"10.08.2016 18:00";"26.8";"749.2";"749.8";"0.2";"90";"Wind blowing from the south-east";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"27.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"5.0";"25.0";"2.0";"2";"";"";"";"";
"10.08.2016 15:00";"26.8";"749.0";"749.7";"-1.1";"90";"Wind blowing from the south-east";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"5.0";"25.0";"";"";"";"";"";"";
"10.08.2016 12:00";"27.4";"750.1";"750.7";"0.2";"87";"Wind blowing from the south-southeast";"3";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"5.0";"25.0";"10.0";"9";"";"";"";"";
"10.08.2016 09:00";"25.5";"749.9";"750.6";"1.5";"97";"Wind blowing from the south";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.5";"25.0";"";"";"";"";"";"";
"10.08.2016 06:00";"25.5";"748.4";"749.0";"";"91";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"5.0";"24.0";"";"";"";"";"";"";
"10.08.2016 03:00";"25.8";"748.9";"749.5";"-1.1";"90";"Wind blowing from the south-east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"24.0";"";"";"";"";"";"";
"10.08.2016 00:00";"26.2";"750.0";"750.6";"-0.4";"83";"Wind blowing from the south-east";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"23.0";"";"";"";"";"";"";
"09.08.2016 21:00";"26.2";"750.4";"751.0";"1.4";"88";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"24.0";"";"";"";"";"";"";
"09.08.2016 18:00";"26.5";"749.0";"749.7";"";"86";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"";"29.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"5.0";"24.0";"";"";"";"";"";"";
"09.08.2016 15:00";"28.6";"748.9";"749.5";"-1.7";"86";"Wind blowing from the south";"5";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"26.0";"2.0";"24";"";"";"";"";
"09.08.2016 12:00";"28.6";"750.6";"751.2";"";"76";"Wind blowing from the south";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"24.0";"";"";"";"";"";"";
"09.08.2016 09:00";"28.6";"750.7";"751.3";"0.9";"86";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"26.1";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"200-300";"Altostratus translucidus.";"";"5.0";"26.0";"";"";"";"";"";"";
"09.08.2016 06:00";"26.1";"749.8";"750.4";"0.3";"88";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"200-300";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.0";"1.0";"2";"";"";"";"";
"09.08.2016 03:00";"26.4";"749.5";"750.1";"-1.1";"87";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"200-300";"Altostratus opacus or Nimbostratus.";"";"3.0";"24.0";"";"";"";"";"";"";
"09.08.2016 00:00";"27.1";"750.6";"751.3";"-0.3";"88";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"3.0";"25.0";"";"";"";"";"";"";
"08.08.2016 21:00";"27.8";"750.9";"751.6";"1.8";"85";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"3.0";"25.0";"";"";"";"";"";"";
"08.08.2016 18:00";"29.3";"749.1";"749.7";"0.3";"78";"Wind blowing from the south";"2";"";"";"70 – 80%.";"Clouds generally forming or developing. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"32.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"25.0";"1.0";"24";"";"";"";"";
"08.08.2016 15:00";"32.1";"748.8";"749.5";"-2.2";"70";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"26.0";"";"";"";"";"";"";
"08.08.2016 12:00";"31.9";"751.0";"751.7";"";"67";"Wind blowing from the south";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"25.0";"";"";"";"";"";"";
"08.08.2016 09:00";"28.3";"752.0";"752.7";"0.8";"78";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"25.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"24.0";"No precipitation";"24";"";"";"";"";
"08.08.2016 06:00";"26.0";"751.2";"751.9";"";"89";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"24.0";"";"";"";"";"";"";
"08.08.2016 03:00";"26.0";"751.3";"751.9";"-0.9";"";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.5";"";"";"";"";"";"";"";
"08.08.2016 00:00";"27.3";"752.2";"752.9";"0.1";"93";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"26.0";"";"";"";"";"";"";
"07.08.2016 21:00";"28.0";"752.1";"752.8";"1.2";"79";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"24.0";"";"";"";"";"";"";
"07.08.2016 18:00";"29.0";"750.9";"751.6";"";"79";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"31.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"25.0";"";"";"";"";"";"";
"07.08.2016 12:00";"28.4";"752.5";"753.1";"-0.3";"77";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"24.0";"";"";"";"";"";"";
"07.08.2016 09:00";"27.4";"752.8";"753.5";"0.9";"82";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"25.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"24.0";"";"";"";"";"";"";
"07.08.2016 06:00";"25.6";"751.9";"752.6";"";"97";"Wind blowing from the south";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"5.0";"25.0";"2.0";"24";"";"";"";"";
"07.08.2016 03:00";"26.0";"751.6";"752.3";"-0.9";"94";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.5";"25.0";"4.0";"24";"";"";"";"";
"07.08.2016 00:00";"26.8";"752.5";"753.1";"0.9";"90";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"25.0";"0.2";"3";"";"";"";"";
"06.08.2016 21:00";"27.4";"751.6";"752.2";"1.3";"82";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"24.0";"";"";"";"";"";"";
"06.08.2016 18:00";"27.3";"750.3";"750.9";"";"82";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Clouds generally forming or developing. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"31.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"24.0";"1.0";"24";"";"";"";"";
"06.08.2016 15:00";"31.1";"750.6";"751.2";"-1.2";"66";"Wind blowing from the south-southwest";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"24.0";"";"";"";"";"";"";
"06.08.2016 12:00";"30.4";"751.8";"752.5";"-0.7";"69";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"24.0";"";"";"";"";"";"";
"06.08.2016 09:00";"26.2";"752.5";"753.1";"0.9";"88";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";" ";"";"";"25.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"24.0";"";"";"";"";"";"";
"06.08.2016 06:00";"26.0";"751.6";"752.3";"";"89";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"5.0";"24.0";"3.0";"1";"";"";"";"";
"06.08.2016 03:00";"27.2";"751.8";"752.4";"-0.2";"88";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"06.08.2016 00:00";"28.6";"752.0";"752.6";"0.7";"81";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"05.08.2016 21:00";"29.0";"751.3";"751.9";"1.9";"74";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"05.08.2016 18:00";"30.0";"749.4";"750.1";"-0.3";"75";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"25.0";"";"";"";"";"";"";
"05.08.2016 15:00";"30.6";"749.7";"750.4";"-1.1";"72";"Wind blowing from the south-southwest";"4";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"25.0";"";"";"";"";"";"";
"05.08.2016 12:00";"31.5";"750.8";"751.4";"-0.2";"68";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"25.0";"";"";"";"";"";"";
"05.08.2016 09:00";"30.2";"751.0";"751.6";"0.8";"69";"Wind blowing from the south";"2";"";"";"50%.";" ";"";"";"27.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"6.0";"24.0";"";"";"";"";"";"";
"05.08.2016 06:00";"27.0";"750.2";"750.9";"";"89";"Wind blowing from the east-southeast";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"25.0";"";"";"";"";"";"";
"05.08.2016 03:00";"28.8";"750.2";"750.9";"0.0";"85";"Wind blowing from the south";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"26.0";"";"";"";"";"";"";
"05.08.2016 00:00";"29.2";"750.2";"750.9";"0.6";"78";"Wind blowing from the south";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"25.0";"";"";"";"";"";"";
"04.08.2016 21:00";"30.2";"749.6";"750.3";"1.6";"74";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"25.0";"";"";"";"";"";"";
"04.08.2016 18:00";"32.0";"748.0";"748.6";"0.1";"67";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"";"34.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"25.0";"";"";"";"";"";"";
"04.08.2016 15:00";"33.5";"747.9";"748.6";"-1.4";"65";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"26.0";"";"";"";"";"";"";
"04.08.2016 12:00";"33.0";"749.3";"750.0";"";"56";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"23.0";"";"";"";"";"";"";
"04.08.2016 09:00";"30.8";"749.8";"750.4";"0.6";"67";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"5.0";"24.0";"No precipitation";"24";"";"";"";"";
"04.08.2016 06:00";"26.9";"749.2";"749.8";"";"95";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"26.0";"";"";"";"";"";"";
"04.08.2016 03:00";"27.7";"749.5";"750.1";"0.1";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
