# Weather station Medak, India, WMO_ID=43083,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43083&lang=en
#
"Local time in Medak";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.08.2017 08:30";"25.2";"715.7";"754.8";"";"88";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"22.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.1";"";"";"";"";"";"";
"14.08.2017 17:30";"28.2";"714.1";"752.8";"";"78";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"28.3";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"23.9";"";"";"";"";"";"";
"14.08.2017 08:30";"24.6";"716.5";"755.8";"";"91";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"20.2";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.1";"";"";"";"";"";"";
"13.08.2017 17:30";"27.6";"712.2";"750.8";"";"84";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"24.7";"";"";"";"";"";"";
"13.08.2017 08:30";"25.6";"715.3";"754.3";"";"89";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"21.5";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.6";"";"";"";"";"";"";
"12.08.2017 17:30";"30.2";"713.3";"751.6";"";"68";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"30.2";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"23.6";"";"";"";"";"";"";
"12.08.2017 08:30";"25.2";"715.0";"754.0";"";"91";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"21.6";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.7";"";"";"";"";"";"";
"11.08.2017 17:30";"30.4";"712.2";"750.4";"";"69";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"31.5";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"24.1";"";"";"";"";"";"";
"11.08.2017 08:30";"25.6";"714.3";"753.3";"";"85";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"21.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.9";"";"";"";"";"";"";
"10.08.2017 17:30";"27.2";"711.8";"750.4";"";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"28.8";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"24.0";"";"";"";"";"";"";
"10.08.2017 08:30";"25.6";"713.8";"752.8";"";"89";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"22.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.6";"";"";"";"";"";"";
"09.08.2017 17:30";"25.8";"712.0";"750.9";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"26.2";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"24.4";"";"";"";"";"";"";
"09.08.2017 08:30";"22.0";"714.3";"753.8";"";"93";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"19.8";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"20.8";"";"";"";"";"";"";
"08.08.2017 17:30";"27.6";"711.1";"749.7";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"28.5";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"23.8";"";"";"";"";"";"";
"08.08.2017 08:30";"24.2";"713.5";"752.6";"";"96";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"21.5";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.6";"";"";"";"";"";"";
"07.08.2017 17:30";"26.8";"710.5";"749.2";"";"75";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"22.0";"";"";"";"";"";"";
"07.08.2017 08:30";"27.2";"712.2";"750.8";"";"80";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"23.6";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.4";"";"";"";"";"";"";
"06.08.2017 17:30";"30.6";"709.1";"747.1";"";"63";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"32.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"22.7";"";"";"";"";"";"";
"06.08.2017 08:30";"26.6";"712.2";"751.0";"";"76";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"23.6";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.1";"";"";"";"";"";"";
"05.08.2017 17:30";"29.2";"709.9";"748.1";"";"74";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"29.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"24.0";"";"";"";"";"";"";
"04.08.2017 17:30";"29.2";"709.2";"747.4";"";"64";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"30.0";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"21.8";"";"";"";"";"";"";
"04.08.2017 08:30";"26.2";"712.2";"751.0";"";"79";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"22.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.3";"";"";"";"";"";"";
"03.08.2017 17:30";"31.2";"710.8";"748.8";"";"62";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"33.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"23.1";"";"";"";"";"";"";
"03.08.2017 08:30";"27.2";"713.7";"752.4";"";"77";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"22.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.8";"";"";"";"";"";"";
"02.08.2017 08:30";"26.6";"714.9";"753.8";"";"81";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"21.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.1";"";"";"";"";"";"";
"01.08.2017 17:30";"28.6";"712.2";"750.7";"";"82";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"25.2";"";"";"";"";"";"";
"01.08.2017 08:30";"27.6";"715.2";"754.0";"";"74";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"22.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.6";"";"";"";"";"";"";
"31.07.2017 17:30";"32.2";"711.3";"749.2";"";"59";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"23.2";"";"";"";"";"";"";
"31.07.2017 08:30";"26.8";"714.8";"753.7";"";"80";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.0";"";"";"";"";"";"";
"30.07.2017 17:30";"27.8";"712.3";"751.0";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"25.2";"";"";"";"";"";"";
"30.07.2017 08:30";"26.6";"714.6";"753.4";"";"81";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.1";"";"";"";"";"";"";
"29.07.2017 17:30";"30.8";"712.5";"750.7";"";"68";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"32.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"24.2";"";"";"";"";"";"";
"29.07.2017 08:30";"26.2";"714.7";"753.5";"";"84";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"21.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.3";"";"";"";"";"";"";
"28.07.2017 17:30";"28.4";"711.7";"750.1";"";"76";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"31.6";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"23.8";"";"";"";"";"";"";
"28.07.2017 08:30";"26.6";"714.1";"752.9";"";"81";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"22.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.1";"";"";"";"";"";"";
"27.07.2017 17:30";"27.6";"710.5";"749.1";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"23.8";"";"";"";"";"";"";
"27.07.2017 08:30";"26.6";"712.7";"751.5";"";"76";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"22.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.1";"";"";"";"";"";"";
"26.07.2017 17:30";"31.0";"709.9";"748.0";"";"59";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"31.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"20.0";"22.2";"";"";"";"";"";"";
"26.07.2017 11:30";"26.8";"712.3";"751.1";"";"77";"Wind blowing from the south-west";"2";"";"";"60%.";" ";"";"";"22.0";"32.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"22.4";"";"";"";"";"";"";
"26.07.2017 08:30";"26.8";"712.3";"751.1";"";"77";"Wind blowing from the south-west";"2";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.4";"";"";"";"";"";"";
"25.07.2017 17:30";"30.4";"709.5";"747.6";"";"64";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"20.0";"22.8";"";"";"";"";"";"";
"25.07.2017 08:30";"25.6";"712.3";"751.3";"";"81";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"21.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.0";"";"";"";"";"";"";
"24.07.2017 17:30";"30.6";"710.3";"748.4";"";"69";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"31.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"24.3";"";"";"";"";"";"";
"24.07.2017 08:30";"25.6";"712.8";"751.7";"";"81";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"22.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.0";"";"";"";"";"";"";
"23.07.2017 17:30";"29.8";"709.9";"748.2";"";"66";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"31.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"22.8";"";"";"";"";"";"";
"23.07.2017 08:30";"25.6";"712.0";"750.8";"";"81";"Wind blowing from the south-west";"2";"";"";"60%.";" ";"";"";"22.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.0";"";"";"";"";"";"";
"22.07.2017 17:30";"27.6";"709.8";"748.3";"";"84";"Wind blowing from the south-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"24.7";"";"";"";"";"";"";
"22.07.2017 08:30";"26.6";"711.7";"750.4";"";"76";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"22.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.1";"";"";"";"";"";"";
"21.07.2017 17:30";"30.8";"708.6";"746.6";"";"67";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"32.2";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"23.9";"";"";"";"";"";"";
