# Weather station Alapuzha, India, WMO_ID=43352,selection from 10.07.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43352&lang=en
#
"Local time in Alapuzha";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.05.2017 11:30";"34.0";"758.1";"758.4";"-0.3";"62";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.6";"";"";"";"";"";"";
"03.05.2017 08:30";"29.6";"758.4";"758.7";"";"72";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"25.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.1";"";"";"";"";"";"";
"02.05.2017 17:30";"32.6";"756.0";"756.3";"";"68";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.9";"";"";"";"";"";"";
"02.05.2017 11:30";"33.4";"758.1";"758.4";"";"57";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.7";"";"";"";"";"";"";
"01.05.2017 17:30";"31.6";"755.8";"756.1";"";"75";"Wind blowing from the north-west";"2";"";"";"60%.";" ";"";"";"";"33.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.6";"";"";"";"";"";"";
"01.05.2017 11:30";"33.2";"758.0";"758.3";"0.4";"70";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.9";"";"";"";"";"";"";
"01.05.2017 08:30";"28.6";"757.6";"757.9";"";"79";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.6";"";"";"";"";"";"";
"30.04.2017 17:30";"33.0";"755.5";"755.8";"";"69";"variable wind direction";"1";"";"";"70 – 80%.";" ";"";"";"";"36.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.6";"";"";"";"";"";"";
"30.04.2017 11:30";"34.2";"757.0";"757.3";"-0.3";"68";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"27.4";"";"";"";"";"";"";
"30.04.2017 08:30";"30.4";"757.3";"757.6";"";"73";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"26.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.0";"";"";"";"";"";"";
"29.04.2017 17:30";"32.8";"756.1";"756.4";"";"72";"variable wind direction";"1";"";"";"50%.";" ";"";"";"";"36.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"27.0";"";"";"";"";"";"";
"29.04.2017 11:30";"34.2";"758.2";"758.5";"-0.2";"68";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"27.6";"";"";"";"";"";"";
"29.04.2017 08:30";"30.8";"758.4";"758.7";"";"80";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"28.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.9";"";"";"";"";"";"";
"28.04.2017 17:30";"32.8";"755.5";"755.8";"";"68";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"36.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.1";"";"";"";"";"";"";
"28.04.2017 11:30";"34.0";"758.3";"758.6";"-0.2";"65";"variable wind direction";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.5";"";"";"";"";"";"";
"28.04.2017 08:30";"30.6";"758.5";"758.8";"";"72";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"26.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.9";"";"";"";"";"";"";
"27.04.2017 17:30";"32.0";"755.6";"755.9";"";"76";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"36.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"27.3";"";"";"";"";"";"";
"27.04.2017 11:30";"33.0";"757.7";"758.0";"-0.3";"73";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"27.5";"";"";"";"";"";"";
"27.04.2017 08:30";"28.8";"758.0";"758.3";"";"85";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.2";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"26.0";"";"";"";"";"";"";
"26.04.2017 17:30";"33.2";"755.6";"755.9";"";"73";"variable wind direction";"1";"";"";"50%.";" ";"";"";"";"36.2";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"27.7";"";"";"";"";"";"";
"26.04.2017 11:30";"34.8";"757.8";"758.1";"0.1";"67";"variable wind direction";"1";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"27.7";"";"";"";"";"";"";
"26.04.2017 08:30";"32.4";"757.7";"758.0";"";"79";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"28.9";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"28.3";"";"";"";"";"";"";
"25.04.2017 17:30";"33.4";"755.5";"755.8";"";"71";"Wind blowing from the north-west";"2";"";"";"60%.";" ";"";"";"";"36.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"27.4";"";"";"";"";"";"";
"25.04.2017 11:30";"34.6";"758.2";"758.5";"-0.1";"70";"variable wind direction";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"28.4";"";"";"";"";"";"";
"25.04.2017 08:30";"31.0";"758.3";"758.6";"";"78";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"27.9";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.8";"";"";"";"";"";"";
"24.04.2017 17:30";"33.2";"755.5";"755.8";"";"70";"variable wind direction";"1";"";"";"50%.";" ";"";"";"";"35.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"27.1";"";"";"";"";"";"";
"24.04.2017 11:30";"34.4";"758.2";"758.5";"-0.1";"70";"variable wind direction";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"28.2";"";"";"";"";"";"";
"24.04.2017 08:30";"31.4";"758.3";"758.6";"";"76";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"28.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.7";"";"";"";"";"";"";
"23.04.2017 17:30";"32.8";"755.5";"755.8";"";"73";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"27.3";"";"";"";"";"";"";
"23.04.2017 11:30";"34.2";"757.9";"758.2";"0.1";"70";"variable wind direction";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"27.9";"";"";"";"";"";"";
"23.04.2017 08:30";"29.6";"757.8";"758.1";"";"88";"Calm, no wind";"0";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"27.5";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"27.4";"";"";"";"";"";"";
"22.04.2017 17:30";"32.8";"755.7";"756.0";"";"72";"variable wind direction";"1";"";"";"50%.";" ";"";"";"";"36.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"27.0";"";"";"";"";"";"";
