# Weather station Tirupati, India, WMO_ID=43275,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43275&lang=en
#
"Local time in Tirupati";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.10.2017 11:30";"31.2";"745.3";"754.0";"-2.2";"64";"Wind blowing from the south-southwest";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"23.7";"";"";"";"";"";"";
"09.10.2017 08:30";"26.6";"747.5";"756.4";"1.9";"86";"Wind blowing from the north-northwest";"4";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"09.10.2017 05:30";"26.2";"745.6";"754.5";"";"87";"Wind blowing from the west";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"08.10.2017 17:30";"33.0";"742.9";"751.6";"-0.2";"60";"Wind blowing from the south-southeast";"2";"";"";"60%.";" ";"";"";"";"35.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"24.2";"";"";"";"";"";"";
"08.10.2017 14:30";"33.8";"743.1";"751.6";"-2.8";"56";"Wind blowing from the south-southwest";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"23.8";"";"";"";"";"";"";
"08.10.2017 11:30";"31.0";"745.9";"754.6";"-1.0";"68";"Wind blowing from the west-southwest";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"24.4";"";"";"";"";"";"";
"08.10.2017 08:30";"28.6";"746.9";"755.7";"1.3";"80";"Wind blowing from the south-southwest";"3";"";"";"50%.";" ";"";"";"26.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"08.10.2017 05:30";"27.0";"745.6";"754.2";"";"92";"Wind blowing from the south-west";"2";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"07.10.2017 17:30";"30.6";"744.1";"752.8";"0.0";"70";"Wind blowing from the north-east";"3";"";"";"60%.";"Haze. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"34.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"24.6";"";"";"";"";"";"";
"07.10.2017 14:30";"32.6";"744.1";"752.7";"-1.8";"63";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"24.7";"";"";"";"";"";"";
"07.10.2017 11:30";"30.6";"745.9";"754.6";"-0.9";"72";"Wind blowing from the west-southwest";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"07.10.2017 08:30";"27.4";"746.8";"755.6";"1.4";"90";"Wind blowing from the west-southwest";"2";"";"";"90  or more, but not 100%";"Mist. ";"Rain.";"Drizzle.";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"07.10.2017 05:30";"26.8";"745.4";"754.3";"";"92";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";"Drizzle, not freezing, continuous, slight at time of observation. ";"Rain.";"Drizzle.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"06.10.2017 17:30";"32.0";"743.4";"752.0";"-0.4";"63";"Wind blowing from the east-northeast";"2";"";"";"60%.";" ";"";"";"";"33.6";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"24.0";"";"";"";"";"";"";
"06.10.2017 14:30";"32.4";"743.8";"752.4";"-2.5";"59";"Wind blowing from the east-northeast";"3";"";"";"60%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"23.5";"";"";"";"";"";"";
"06.10.2017 11:30";"30.4";"746.3";"755.0";"0.0";"68";"Wind blowing from the south";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"23.8";"";"";"";"";"";"";
"06.10.2017 08:30";"27.0";"746.3";"755.2";"1.0";"87";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"24.7";"";"";"";"";"";"";
"06.10.2017 05:30";"25.4";"745.3";"754.1";"";"95";"Calm, no wind";"0";"";"";"50%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"05.10.2017 17:30";"26.2";"744.3";"753.1";"0.2";"95";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Thunderstorm, slight or moderate, with hail at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"31.8";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.3";"";"";"";"";"";"";
"05.10.2017 14:30";"30.0";"744.1";"752.8";"-2.1";"74";"Wind blowing from the north-northwest";"6";"";"";"90  or more, but not 100%";"Thunderstorm, but no precipitation at the time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"05.10.2017 11:30";"30.4";"746.2";"754.9";"-0.3";"70";"Wind blowing from the east-northeast";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"24.4";"";"";"";"";"";"";
"05.10.2017 08:30";"27.0";"746.5";"755.3";"0.5";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"24.1";"";"";"";"";"";"";
"05.10.2017 05:30";"25.0";"746.0";"754.9";"";"91";"Wind blowing from the west-southwest";"2";"";"";"60%.";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"04.10.2017 17:30";"30.0";"744.3";"753.0";"-0.1";"75";"Wind blowing from the east-northeast";"4";"";"";"90  or more, but not 100%";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"35.2";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.2";"";"";"";"";"";"";
"04.10.2017 14:30";"34.2";"744.4";"753.1";"-2.1";"54";"Wind blowing from the north-northwest";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"23.6";"";"";"";"";"";"";
"04.10.2017 11:30";"31.6";"746.5";"755.2";"-1.0";"62";"Wind blowing from the north-west";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"23.5";"";"";"";"";"";"";
"04.10.2017 08:30";"27.0";"747.5";"756.4";"0.9";"81";"Wind blowing from the west";"3";"";"";"60%.";" ";"";"";"24.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"04.10.2017 05:30";"25.4";"746.6";"755.5";"";"85";"Calm, no wind";"0";"";"";"60%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"22.7";"";"";"";"";"";"";
"03.10.2017 17:30";"27.4";"744.4";"";"0.3";"89";"Wind blowing from the west-southwest";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"4.0";"25.4";"";"";"";"";"";"";
"03.10.2017 14:30";"34.2";"744.1";"752.6";"-1.8";"53";"Wind blowing from the north-east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"03.10.2017 11:30";"32.2";"745.9";"754.6";"-1.4";"58";"Wind blowing from the west-northwest";"2";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"22.9";"";"";"";"";"";"";
"03.10.2017 08:30";"28.4";"747.3";"756.1";"1.3";"80";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"26.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"24.7";"";"";"";"";"";"";
"03.10.2017 05:30";"26.8";"746.0";"754.9";"";"89";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"02.10.2017 17:30";"33.0";"744.1";"752.7";"0.0";"56";"Wind blowing from the north-northwest";"2";"";"";"50%.";" ";"";"";"";"34.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"23.2";"";"";"";"";"";"";
"02.10.2017 14:30";"33.4";"744.1";"752.6";"";"49";"Wind blowing from the north-northwest";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.3";"";"";"";"";"";"";
"02.10.2017 05:30";"24.6";"746.4";"755.2";"";"91";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Drizzle.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"01.10.2017 17:30";"29.0";"745.0";"753.8";"0.5";"75";"Wind blowing from the west";"3";"";"";"90  or more, but not 100%";"Haze. ";"Thunderstorm(s) with or without precipitation.";"Drizzle.";"";"32.8";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"01.10.2017 14:30";"31.0";"744.5";"753.2";"-2.6";"67";"Wind blowing from the south";"3";"";"";"90  or more, but not 100%";"Drizzle, not freezing, continuous, slight at time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
