# Weather station Ongole, India, WMO_ID=43221,selection from 03.03.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43221&lang=en
#
"Local time in Ongole";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.04.2017 23:30";"30.6";"758.1";"759.1";"3.1";"64";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Lightning visible, no thunder heard. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"27.04.2017 20:30";"31.4";"755.0";"756.0";"1.5";"67";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"27.04.2017 17:30";"32.4";"753.5";"754.5";"-0.2";"68";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"38.3";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.7";"";"";"";"";"";"";
"27.04.2017 14:30";"36.4";"753.7";"754.7";"-1.7";"53";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"27.04.2017 11:30";"37.4";"755.4";"756.4";"-0.7";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"27.04.2017 08:30";"30.0";"756.1";"757.0";"1.7";"74";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.8";"";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"27.04.2017 05:30";"28.4";"754.4";"755.4";"0.1";"85";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"27.04.2017 02:30";"29.0";"754.3";"755.2";"-1.3";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.1";"";"";"";"";"";"";
"26.04.2017 23:30";"29.8";"755.6";"756.6";"0.9";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"26.04.2017 20:30";"30.8";"754.7";"755.7";"1.6";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.2";"";"";"";"";"";"";
"26.04.2017 17:30";"34.2";"753.1";"754.1";"-0.7";"58";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"";"38.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.9";"";"";"";"";"";"";
"26.04.2017 14:30";"37.4";"753.8";"754.8";"-1.5";"44";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.1";"";"";"";"";"";"";
"26.04.2017 11:30";"38.2";"755.3";"756.3";"-0.2";"44";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.1";"";"";"";"";"";"";
"26.04.2017 08:30";"30.6";"755.5";"756.4";"1.8";"77";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"28.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.1";"";"";"";"";"";"";
"26.04.2017 05:30";"28.6";"753.7";"754.7";"0.0";"88";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"26.4";"";"";"";"";"";"";
"26.04.2017 02:30";"29.0";"753.7";"754.7";"-0.9";"85";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"25.04.2017 23:30";"30.0";"754.6";"755.6";"0.9";"81";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"26.4";"";"";"";"";"";"";
"25.04.2017 20:30";"30.8";"753.7";"754.6";"0.3";"78";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"26.6";"";"";"";"";"";"";
"25.04.2017 17:30";"32.2";"753.4";"754.3";"0.4";"73";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"39.3";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"26.7";"";"";"";"";"";"";
"25.04.2017 14:30";"36.0";"753.0";"754.0";"-2.2";"58";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.6";"";"";"";"";"";"";
"25.04.2017 11:30";"37.6";"755.2";"756.1";"-0.4";"49";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.0";"";"";"";"";"";"";
"25.04.2017 08:30";"31.0";"755.6";"756.6";"1.4";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"28.6";"";"";"";"";"";"";"10.0";"26.8";"";"";"";"";"";"";
"25.04.2017 05:30";"29.0";"754.2";"755.2";"0.4";"88";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"25.04.2017 02:30";"29.4";"753.8";"754.8";"-1.1";"86";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"26.9";"";"";"";"";"";"";
"24.04.2017 23:30";"30.2";"754.9";"755.9";"0.8";"84";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.2";"";"";"";"";"";"";
"24.04.2017 20:30";"31.0";"754.1";"755.1";"1.3";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.7";"";"";"";"";"";"";
"24.04.2017 17:30";"33.8";"752.8";"753.7";"-0.2";"63";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"39.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.7";"";"";"";"";"";"";
"24.04.2017 14:30";"37.4";"753.0";"754.0";"-1.6";"54";"Wind blowing from the south-east";"2";"";"";"20–30%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.7";"";"";"";"";"";"";
"24.04.2017 11:30";"37.8";"754.6";"755.5";"-0.3";"50";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"24.04.2017 08:30";"31.2";"754.9";"755.9";"2.4";"71";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"28.9";"";"";"";"";"";"";"10.0";"25.3";"";"";"";"";"";"";
"24.04.2017 05:30";"29.2";"752.5";"753.4";"0.2";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"24.04.2017 02:30";"29.4";"752.3";"753.3";"-0.8";"85";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"26.6";"";"";"";"";"";"";
"23.04.2017 23:30";"30.4";"753.1";"754.1";"0.0";"78";"Wind blowing from the south-southwest";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"26.2";"";"";"";"";"";"";
"23.04.2017 20:30";"32.0";"753.1";"754.0";"1.4";"72";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"23.04.2017 17:30";"36.4";"751.7";"752.7";"-0.7";"49";"Wind blowing from the south-east";"2";"";"";"60%.";" ";"";"";"";"45.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.9";"";"";"";"";"";"";
"23.04.2017 14:30";"39.4";"752.4";"753.4";"-2.2";"44";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.9";"";"";"";"";"";"";
"23.04.2017 11:30";"39.0";"754.6";"755.5";"0.0";"36";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.2";"";"";"";"";"";"";
"23.04.2017 08:30";"31.2";"754.6";"755.6";"1.9";"64";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"28.3";"";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"23.04.2017 05:30";"28.6";"752.7";"753.7";"-0.1";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"23.04.2017 02:30";"30.0";"752.8";"753.8";"-0.6";"70";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"24.0";"";"";"";"";"";"";
"22.04.2017 23:30";"30.8";"753.4";"754.4";"0.2";"67";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"23.9";"";"";"";"";"";"";
"22.04.2017 20:30";"31.4";"753.2";"754.2";"1.9";"72";"Wind blowing from the south-east";"2";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"22.04.2017 17:30";"35.4";"751.3";"752.2";"-0.4";"51";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"42.9";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"22.04.2017 14:30";"39.8";"751.7";"752.7";"-2.4";"38";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"22.04.2017 11:30";"39.2";"754.1";"755.1";"-0.7";"32";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.6";"";"";"";"";"";"";
"22.04.2017 08:30";"31.8";"754.8";"755.8";"1.4";"67";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"28.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.0";"";"";"";"";"";"";
"22.04.2017 05:30";"29.2";"753.4";"754.3";"0.4";"76";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"24.6";"";"";"";"";"";"";
"22.04.2017 02:30";"31.4";"753.0";"754.0";"-1.3";"66";"Wind blowing from the south";"3";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"24.3";"";"";"";"";"";"";
"21.04.2017 23:30";"32.2";"754.3";"755.2";"0.4";"65";"Wind blowing from the south";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"24.8";"";"";"";"";"";"";
"21.04.2017 20:30";"33.4";"753.9";"754.9";"0.9";"44";"Wind blowing from the south-east";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"19.5";"";"";"";"";"";"";
"21.04.2017 17:30";"33.2";"753.0";"754.0";"0.8";"66";"Wind blowing from the north-west";"3";"";"";"90  or more, but not 100%";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"38.8";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"21.04.2017 14:30";"38.6";"752.2";"753.2";"-2.1";"46";"Wind blowing from the south-east";"2";"";"";"40%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.9";"";"";"";"";"";"";
"21.04.2017 11:30";"38.4";"754.3";"755.2";"-0.4";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"21.04.2017 08:30";"31.4";"754.7";"755.7";"1.1";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"21.04.2017 05:30";"29.4";"753.6";"754.6";"0.5";"82";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.0";"";"";"";"";"";"";
"21.04.2017 02:30";"29.8";"753.1";"754.0";"-0.8";"82";"Wind blowing from the south-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.5";"";"";"";"";"";"";
"20.04.2017 23:30";"30.6";"753.9";"754.9";"0.2";"78";"Wind blowing from the south-east";"2";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"20.04.2017 20:30";"31.4";"753.7";"754.7";"2.2";"72";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"20.04.2017 17:30";"32.8";"751.5";"752.5";"-0.7";"70";"Wind blowing from the south-east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"37.5";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.7";"";"";"";"";"";"";
