# Weather station Midnapore, India, WMO_ID=42803,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42803&lang=en
#
"Local time in Midnapore";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.07.2017 08:30";"28.8";"745.0";"748.8";"";"97";"Calm, no wind";"0";"";"";"70 – 80%.";"Clouds generally forming or developing. ";"Rain.";"Rain.";"26.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"28.3";"";"";"";"";"";"";
"30.06.2017 17:30";"30.4";"743.0";"746.8";"";"86";"Wind blowing from the east";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"1000-1500";"Altocumulus translucidus at a single level.";"";"4.0";"27.7";"";"";"";"";"";"";
"30.06.2017 08:30";"30.0";"746.3";"750.1";"";"88";"Wind blowing from the east";"1";"";"";"60%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"27.7";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"27.8";"";"";"";"";"";"";
"29.06.2017 17:30";"31.4";"744.7";"748.5";"";"79";"Wind blowing from the south-east";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"32.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"27.3";"";"";"";"";"";"";
"29.06.2017 08:30";"29.0";"747.1";"750.9";"";"91";"Calm, no wind";"0";"";"";"70 – 80%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"26.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"27.3";"";"";"";"";"";"";
"28.06.2017 17:30";"29.8";"745.5";"749.3";"";"90";"Wind blowing from the south-east";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Rain.";"Rain.";"";"31.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"4.0";"27.9";"";"";"";"";"";"";
"28.06.2017 08:30";"26.6";"748.0";"751.8";"";"98";"Calm, no wind";"0";"";"";"100%.";"Clouds generally forming or developing. ";"Rain.";"Rain.";"26.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"4.0";"26.3";"";"";"";"";"";"";
"27.06.2017 17:30";"31.0";"744.8";"748.6";"";"78";"Wind blowing from the east";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Rain.";"Rain.";"";"31.2";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"26.8";"";"";"";"";"";"";
"27.06.2017 08:30";"28.4";"746.8";"750.6";"";"94";"Wind blowing from the east";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Drizzle.";"Drizzle.";"27.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"27.3";"";"";"";"";"";"";
"26.06.2017 17:30";"29.0";"744.5";"748.3";"";"91";"Wind blowing from the east";"1";"";"";"70 – 80%.";"Clouds generally forming or developing. ";"Drizzle.";"Drizzle.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"27.3";"";"";"";"";"";"";
"26.06.2017 08:30";"28.4";"747.2";"751.0";"";"89";"Wind blowing from the east";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"26.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"Altocumulus translucidus at a single level.";"";"4.0";"26.4";"";"";"";"";"";"";
"25.06.2017 17:30";"28.4";"744.1";"747.9";"";"88";"Wind blowing from the east";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"33.0";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.2";"";"";"";"";"";"";
"25.06.2017 08:30";"28.4";"745.7";"749.5";"";"88";"Wind blowing from the east";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"27.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altocumulus translucidus at a single level.";"";"4.0";"26.2";"";"";"";"";"";"";
"24.06.2017 17:30";"28.4";"743.3";"747.1";"";"88";"Wind blowing from the east";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Drizzle.";"Drizzle.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"4.0";"26.2";"";"";"";"";"";"";
"24.06.2017 08:30";"27.4";"745.8";"749.6";"";"98";"Calm, no wind";"0";"";"";"100%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"27.1";"";"";"";"";"";"";
"23.06.2017 17:30";"24.4";"745.6";"749.5";"";"100";"Wind blowing from the south-west";"1";"";"";"100%.";"Thunderstorm (with or without precipitation). ";"Thunderstorm(s) with or without precipitation.";"Thunderstorm(s) with or without precipitation.";"";"36.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"";"";"4.0";"24.4";"";"";"";"";"";"";
"23.06.2017 08:30";"29.4";"747.2";"751.0";"";"92";"Calm, no wind";"0";"";"";"60%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"4.0";"28.0";"";"";"";"";"";"";
"22.06.2017 17:30";"34.4";"745.2";"748.9";"";"68";"Calm, no wind";"0";"";"";"100%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"35.4";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"27.6";"";"";"";"";"";"";
"22.06.2017 08:30";"30.4";"747.2";"751.0";"";"81";"Wind blowing from the south";"1";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"26.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"26.8";"";"";"";"";"";"";
"21.06.2017 17:30";"32.0";"745.3";"749.1";"";"71";"Calm, no wind";"0";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"33.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.1";"";"";"";"";"";"";
"21.06.2017 08:30";"27.8";"747.2";"751.0";"";"86";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.2";"";"";"";"";"";"";
"20.06.2017 17:30";"26.8";"745.2";"749.0";"";"90";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"27.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus cumulonimbogenitus.";"4.0";"25.1";"";"";"";"";"";"";
"20.06.2017 08:30";"24.4";"748.6";"752.5";"";"100";"Wind blowing from the north-east";"1";"";"";"100%.";"Moderate or heavy rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Thunderstorm(s) with or without precipitation.";"24.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"";"";"4.0";"24.4";"";"";"";"";"";"";
"19.06.2017 17:30";"37.4";"743.0";"746.7";"";"53";"Wind blowing from the south";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"38.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altostratus translucidus.";"";"4.0";"26.4";"";"";"";"";"";"";
"19.06.2017 08:30";"32.0";"742.2";"745.9";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"28.1";"";"";"";"";"";"";"4.0";"28.2";"";"";"";"";"";"";
"18.06.2017 17:30";"29.8";"744.7";"748.5";"";"72";"Wind blowing from the south-west";"1";"";"";"60%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"10%  or less, but not 0";"1000-1500";"Altostratus opacus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"24.1";"";"";"";"";"";"";
"18.06.2017 08:30";"31.4";"747.8";"751.6";"";"86";"Wind blowing from the east";"1";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"28.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"28.7";"";"";"";"";"";"";
"17.06.2017 17:30";"34.2";"745.5";"749.2";"";"70";"Calm, no wind";"0";"";"";"60%.";"Clouds generally forming or developing. ";"Rain.";"Rain.";"";"36.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"27.9";"";"";"";"";"";"";
"17.06.2017 08:30";"32.0";"748.6";"752.4";"";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.1";"";"";"";"";"";"";"4.0";"27.6";"";"";"";"";"";"";
"16.06.2017 17:30";"31.4";"746.6";"750.4";"";"72";"Wind blowing from the south";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"32.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"";"4.0";"25.8";"";"";"";"";"";"";
"16.06.2017 08:30";"29.4";"747.8";"751.6";"";"95";"Wind blowing from the north";"1";"";"";"70 – 80%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"28.6";"";"";"";"";"";"";
"15.06.2017 17:30";"24.0";"746.5";"750.4";"";"98";"Wind blowing from the north-west";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Thunderstorm(s) with or without precipitation.";"";"36.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.7";"";"";"";"";"";"";
"15.06.2017 08:30";"31.0";"748.4";"752.2";"";"84";"Wind blowing from the south-east";"1";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"27.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"28.0";"";"";"";"";"";"";
"14.06.2017 17:30";"35.4";"746.1";"749.8";"";"65";"Wind blowing from the south-east";"1";"";"";"20–30%.";"Clouds generally dissolving or becoming less developed. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"37.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"27.8";"";"";"";"";"";"";
