# Weather station Dadeldhura, Nepal, WMO_ID=44404,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=44404&lang=en
#
"Local time in Dadeldhura";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"20.07.2017 08:45";"20.4";"606.2";"";"0.8";"84";"Wind blowing from the south-east";"2";"";"";"90  or more, but not 100%";" ";"";"";"16.9";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"17.6";"49.0";"24";"";"";"";"";
"20.07.2017 05:45";"17.0";"605.4";"";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"17.0";"";"";"";"";"";"";
"19.07.2017 17:45";"21.7";"605.0";"";"-0.8";"81";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"";"27.8";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"40%.";"300-600";"Altocumulus of a chaotic sky, generally at several levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"18.3";"No precipitation";"9";"";"";"";"";
"19.07.2017 14:45";"27.2";"605.8";"";"-1.0";"72";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.6";"";"";"";"";"";"";
"19.07.2017 11:45";"25.7";"606.8";"";"-0.2";"72";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"8.0";"20.3";"";"";"";"";"";"";
"19.07.2017 08:45";"24.4";"607.0";"";"0.6";"77";"Wind blowing from the east-southeast";"1";"";"";"60%.";" ";"";"";"19.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"8.0";"20.0";"1.0";"24";"";"";"";"";
"19.07.2017 05:45";"19.3";"606.4";"";"";"91";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"17.7";"";"";"";"";"";"";
"18.07.2017 17:45";"20.9";"605.6";"";"-1.1";"80";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"27.0";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"20–30%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"17.3";"1.0";"9";"";"";"";"";
"18.07.2017 14:45";"25.2";"606.7";"";"-1.0";"76";"Wind blowing from the east";"2";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"20.6";"";"";"";"";"";"";
"18.07.2017 11:45";"24.8";"607.7";"";"0.4";"75";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"20.0";"";"";"";"";"";"";
"18.07.2017 08:45";"20.6";"607.3";"";"0.6";"90";"Wind blowing from the east";"2";"";"";"90  or more, but not 100%";" ";"";"";"18.3";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"18.9";"14.0";"24";"";"";"";"";
"18.07.2017 05:45";"18.4";"606.7";"";"";"95";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"17.5";"";"";"";"";"";"";
"17.07.2017 17:45";"21.7";"605.8";"";"-0.9";"85";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"23.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"19.0";"14.0";"9";"";"";"";"";
"17.07.2017 14:45";"20.4";"606.7";"";"0.5";"92";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"19.1";"";"";"";"";"";"";
"17.07.2017 11:45";"23.3";"606.2";"";"-0.9";"77";"Wind blowing from the east";"2";"";"";"100%.";"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"19.1";"";"";"";"";"";"";
"17.07.2017 08:45";"20.7";"607.1";"";"0.4";"93";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"18.3";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"19.6";"2.0";"24";"";"";"";"";
"17.07.2017 05:45";"18.4";"606.7";"";"";"98";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"18.1";"";"";"";"";"";"";
"16.07.2017 17:45";"23.2";"605.7";"";"-0.8";"85";"Wind blowing from the north-west";"2";"";"";"60%.";" ";"";"";"";"26.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"20.5";"0.2";"9";"";"";"";"";
"16.07.2017 14:45";"23.6";"606.5";"";"-0.4";"77";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"19.4";"";"";"";"";"";"";
"16.07.2017 11:45";"24.3";"606.9";"";"-0.2";"71";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"18.7";"";"";"";"";"";"";
"16.07.2017 08:45";"17.9";"607.1";"";"0.6";"100";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"17.9";"10.0";"24";"";"";"";"";
"16.07.2017 05:45";"17.7";"606.5";"";"";"100";"Wind blowing from the east";"1";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"3.0";"17.7";"";"";"";"";"";"";
"15.07.2017 17:45";"20.4";"605.5";"";"-0.3";"93";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"24.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"19.3";"6.0";"9";"";"";"";"";
"15.07.2017 14:45";"23.7";"605.8";"";"-1.2";"81";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"20.2";"";"";"";"";"";"";
"15.07.2017 11:45";"21.1";"607.0";"";"0.0";"90";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"19.4";"";"";"";"";"";"";
"15.07.2017 08:45";"18.0";"607.0";"";"1.1";"100";"Wind blowing from the south-southwest";"3";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"17.6";"";"";"";"";"";"";"0.2";"18.0";"13.0";"24";"";"";"";"";
"15.07.2017 05:45";"17.2";"605.9";"";"";"100";"Wind blowing from the east";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"";"";"";"";"";"";"";"";"";"0.4";"17.2";"";"";"";"";"";"";
"14.07.2017 17:45";"20.1";"605.6";"";"-1.1";"98";"Wind blowing from the east-southeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"22.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"19.7";"0.1";"9";"";"";"";"";
"14.07.2017 14:45";"20.4";"606.7";"";"-0.6";"91";"Wind blowing from the east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"18.9";"";"";"";"";"";"";
"14.07.2017 11:45";"21.6";"607.3";"";"0.0";"90";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"19.8";"";"";"";"";"";"";
"14.07.2017 08:45";"18.8";"607.3";"";"0.7";"100";"Wind blowing from the east-southeast";"2";"";"";"100%.";" ";"";"";"17.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"18.8";"10.0";"24";"";"";"";"";
"14.07.2017 05:45";"17.8";"606.6";"";"";"100";"Calm, no wind";"0";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.8";"17.8";"";"";"";"";"";"";
