# Weather station Mukteshwar / Kumaon, India, WMO_ID=42147,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42147&lang=en
#
"Local time in Mukteshwar / Kumaon";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.12.2016 14:30";"10.0";"583.0";"";"-1.7";"37";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-4.1";"";"";"";"";"";"";
"31.12.2016 11:30";"10.4";"584.7";"";"0.7";"36";"Wind blowing from the south-east";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-4.2";"";"";"";"";"";"";
"31.12.2016 08:30";"7.0";"584.0";"";"";"42";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"4.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-5.3";"";"";"";"";"";"";
"30.12.2016 17:30";"7.2";"583.8";"";"-0.4";"54";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"12.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-1.5";"";"";"";"";"";"";
"30.12.2016 14:30";"11.4";"584.2";"";"-1.1";"36";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-3.2";"";"";"";"";"";"";
"30.12.2016 11:30";"9.8";"585.3";"";"0.8";"40";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-3.2";"";"";"";"";"";"";
"30.12.2016 08:30";"6.6";"584.5";"";"";"56";"variable wind direction";"2";"";"";"no clouds";" ";"";"";"4.3";"";"";"";"";"";"";"4.0";"-1.7";"";"";"";"";"";"";
"29.12.2016 17:30";"6.2";"583.0";"";"-0.4";"79";"Wind blowing from the east-northeast";"1";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"14.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"2.8";"";"";"";"";"";"";
"29.12.2016 14:30";"12.4";"583.4";"";"-1.3";"57";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"4.1";"";"";"";"";"";"";
"29.12.2016 11:30";"12.2";"584.7";"";"0.6";"51";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"2.4";"";"";"";"";"";"";
"29.12.2016 08:30";"8.0";"584.1";"";"";"55";"variable wind direction";"1";"";"";"10%  or less, but not 0";" ";"";"";"4.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-0.5";"";"";"";"";"";"";
"28.12.2016 17:30";"10.4";"581.7";"";"-0.3";"65";"variable wind direction";"1";"";"";"20–30%.";" ";"";"";"";"17.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"4.0";"";"";"";"";"";"";
"28.12.2016 14:30";"16.4";"582.0";"";"-1.5";"33";"variable wind direction";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"0.2";"";"";"";"";"";"";
"28.12.2016 11:30";"13.8";"583.5";"";"0.6";"32";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-2.6";"";"";"";"";"";"";
"28.12.2016 08:30";"9.4";"582.9";"";"";"44";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"5.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-2.5";"";"";"";"";"";"";
"27.12.2016 17:30";"10.4";"582.8";"";"-0.2";"54";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"17.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"1.5";"";"";"";"";"";"";
"27.12.2016 14:30";"16.4";"583.0";"";"-1.5";"26";"Wind blowing from the west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-3.5";"";"";"";"";"";"";
"27.12.2016 11:30";"15.8";"584.5";"";"0.7";"16";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-9.9";"";"";"";"";"";"";
"27.12.2016 08:30";"13.0";"583.8";"";"";"10";"variable wind direction";"1";"";"";"20–30%.";" ";"";"";"5.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-17.9";"";"";"";"";"";"";
"26.12.2016 17:30";"8.8";"582.4";"";"0.0";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"14.3";"";"";"";"";"";"4.0";"0.4";"";"";"";"";"";"";
"26.12.2016 14:30";"13.8";"582.4";"";"-1.2";"40";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"0.2";"";"";"";"";"";"";
"26.12.2016 11:30";"11.4";"583.6";"";"0.9";"34";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-3.9";"";"";"";"";"";"";
"26.12.2016 08:30";"6.4";"582.7";"";"";"49";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"0.6";"";"";"";"";"";"";"4.0";"-3.6";"";"";"";"";"";"";
"25.12.2016 17:30";"3.0";"581.7";"";"0.2";"88";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";"Thunderstorm (with or without precipitation). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"9.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"1.2";"";"";"";"";"";"";
"25.12.2016 14:30";"6.6";"581.5";"";"-1.5";"60";"Wind blowing from the east";"2";"";"";"90  or more, but not 100%";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"90  or more, but not 100%";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"-0.7";"";"";"";"";"";"";
"25.12.2016 11:30";"8.4";"583.0";"";"0.9";"58";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"0.5";"";"";"";"";"";"";
"25.12.2016 08:30";"5.6";"582.1";"";"";"78";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"3.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"2.1";"";"";"";"";"";"";
"24.12.2016 17:30";"7.6";"580.8";"";"-0.3";"70";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"15.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"2.5";"";"";"";"";"";"";
"24.12.2016 14:30";"14.4";"581.1";"";"-1.4";"49";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"3.8";"";"";"";"";"";"";
"24.12.2016 11:30";"11.2";"582.5";"";"0.8";"53";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"2.0";"";"";"";"";"";"";
"24.12.2016 08:30";"8.2";"581.7";"";"";"60";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"5.3";"";"";"";"";"";"";"4.0";"0.7";"";"";"";"";"";"";
"23.12.2016 17:30";"11.0";"581.7";"";"-0.4";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"17.7";"";"";"";"";"";"4.0";"4.2";"";"";"";"";"";"";
"23.12.2016 14:30";"17.6";"582.1";"";"-1.7";"34";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"1.6";"";"";"";"";"";"";
"23.12.2016 11:30";"14.0";"583.8";"";"0.6";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"0.5";"";"";"";"";"";"";
"23.12.2016 08:30";"11.0";"583.2";"";"";"23";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"4.9";"";"";"";"";"";"";"4.0";"-9.3";"";"";"";"";"";"";
"22.12.2016 17:30";"8.0";"583.2";"";"0.0";"87";"Wind blowing from the south-east";"1";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"18.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"50-100";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"6.0";"";"";"";"";"";"";
"22.12.2016 14:30";"15.6";"583.2";"";"-1.0";"49";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"4.9";"";"";"";"";"";"";
"22.12.2016 11:30";"16.8";"584.2";"";"0.7";"14";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-10.5";"";"";"";"";"";"";
"22.12.2016 08:30";"13.8";"583.5";"";"";"8";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"8.6";"";"";"";"";"";"";"4.0";"-20.5";"";"";"";"";"";"";
"21.12.2016 17:30";"15.0";"582.7";"";"-0.3";"10";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"22.2";"";"";"";"";"";"4.0";"-16.7";"";"";"";"";"";"";
"21.12.2016 14:30";"20.4";"583.0";"";"-1.6";"13";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-9.1";"";"";"";"";"";"";
"21.12.2016 11:30";"20.6";"584.6";"";"0.8";"4";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-22.1";"";"";"";"";"";"";
"21.12.2016 08:30";"13.8";"583.8";"";"";"12";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"4.0";"-14.8";"";"";"";"";"";"";
"20.12.2016 17:30";"12.6";"582.7";"";"-0.3";"17";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"20.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-11.8";"";"";"";"";"";"";
"20.12.2016 14:30";"19.2";"583.0";"";"-1.3";"8";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-16.2";"";"";"";"";"";"";
"20.12.2016 11:30";"18.2";"584.3";"";"0.8";"9";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-15.4";"";"";"";"";"";"";
"20.12.2016 08:30";"12.6";"583.5";"";"";"45";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"7.6";"";"";"";"";"";"";"4.0";"0.8";"";"";"";"";"";"";
"19.12.2016 17:30";"12.8";"583.2";"";"-0.6";"23";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"19.6";"";"";"";"";"";"4.0";"-8.2";"";"";"";"";"";"";
"19.12.2016 14:30";"18.6";"583.8";"";"-1.2";"15";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-8.8";"";"";"";"";"";"";
"19.12.2016 11:30";"16.4";"585.0";"";"0.4";"11";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-14.5";"";"";"";"";"";"";
"19.12.2016 08:30";"12.4";"584.6";"";"";"4";"variable wind direction";"1";"";"";"10%  or less, but not 0";" ";"";"";"4.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-27.5";"";"";"";"";"";"";
"18.12.2016 17:30";"10.0";"584.1";"";"-0.2";"48";"variable wind direction";"1";"";"";"20–30%.";" ";"";"";"";"18.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-0.6";"";"";"";"";"";"";
"18.12.2016 14:30";"15.2";"584.3";"";"-0.7";"44";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"2.9";"";"";"";"";"";"";
"18.12.2016 11:30";"14.4";"585.0";"";"0.9";"24";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-5.8";"";"";"";"";"";"";
"18.12.2016 08:30";"13.2";"584.1";"";"";"4";"variable wind direction";"1";"";"";"40%.";" ";"";"";"5.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-28.6";"";"";"";"";"";"";
"17.12.2016 17:30";"18.0";"583.5";"";"-0.1";"32";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"17.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"1.0";"";"";"";"";"";"";
"17.12.2016 14:30";"16.6";"583.6";"";"-1.3";"32";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-0.1";"";"";"";"";"";"";
"17.12.2016 11:30";"16.0";"584.9";"";"0.3";"21";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-6.6";"";"";"";"";"";"";
"17.12.2016 08:30";"11.4";"584.6";"";"";"29";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"6.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-6.0";"";"";"";"";"";"";
"16.12.2016 17:30";"10.0";"583.9";"";"-0.3";"58";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"17.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"2.0";"";"";"";"";"";"";
"16.12.2016 14:30";"16.4";"584.2";"";"-1.2";"37";"variable wind direction";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"1.4";"";"";"";"";"";"";
"16.12.2016 11:30";"13.2";"585.4";"";"0.8";"40";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-0.1";"";"";"";"";"";"";
"16.12.2016 08:30";"11.4";"584.6";"";"";"19";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"5.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-11.5";"";"";"";"";"";"";
"15.12.2016 17:30";"11.2";"582.4";"";"-0.2";"48";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"18.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"0.4";"";"";"";"";"";"";
"15.12.2016 14:30";"17.2";"582.6";"";"-1.0";"29";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-0.9";"";"";"";"";"";"";
"15.12.2016 11:30";"15.6";"583.6";"";"0.9";"24";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-5.0";"";"";"";"";"";"";
"15.12.2016 08:30";"13.4";"582.7";"";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.2";"";"";"";"";"";"";"10.0";"-10.8";"";"";"";"";"";"";
"14.12.2016 17:30";"7.6";"582.3";"";"-0.3";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"13.5";"";"";"";"";"";"4.0";"0.0";"";"";"";"";"";"";
"14.12.2016 14:30";"11.8";"582.6";"";"-1.1";"47";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"0.7";"";"";"";"";"";"";
"14.12.2016 11:30";"10.6";"583.7";"";"0.7";"40";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-2.6";"";"";"";"";"";"";
"14.12.2016 08:30";"7.4";"583.0";"";"";"42";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"1.7";"";"";"";"";"";"";"4.0";"-4.8";"";"";"";"";"";"";
"13.12.2016 17:30";"9.0";"582.1";"";"-0.2";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"16.4";"";"";"";"";"";"4.0";"-0.3";"";"";"";"";"";"";
