# Weather station Baripada, India, WMO_ID=42894,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42894&lang=en
#
"Local time in Baripada";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.04.2017 08:30";"32.0";"754.6";"759.2";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"10.04.2017 17:30";"32.4";"750.8";"755.3";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.5";"";"";"";"";"";"";
"10.04.2017 08:30";"30.4";"754.2";"758.8";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"09.04.2017 08:30";"30.4";"754.5";"759.1";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"08.04.2017 17:30";"32.0";"751.5";"756.1";"";"76";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.3";"";"";"";"";"";"";
"08.04.2017 08:30";"30.6";"753.7";"758.3";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"07.04.2017 17:30";"33.2";"750.1";"754.6";"";"72";"Wind blowing from the south-southeast";"1";"";"";"20–30%.";" ";"";"";"";"36.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.4";"";"";"";"";"";"";
"07.04.2017 08:30";"31.0";"754.2";"758.8";"";"72";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"06.04.2017 08:30";"29.6";"753.9";"758.5";"";"78";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";" ";"";"";"26.6";"";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"05.04.2017 17:30";"35.0";"749.5";"754.0";"";"58";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";" ";"";"";"";"35.6";"";"";"600-1000";"";"";"4.0";"25.5";"";"";"";"";"";"";
"05.04.2017 08:30";"28.0";"753.8";"758.4";"";"87";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.8";"";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"04.04.2017 08:30";"29.4";"753.8";"758.4";"";"75";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"03.04.2017 17:30";"38.2";"749.3";"753.8";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.4";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"03.04.2017 08:30";"31.2";"753.3";"757.9";"";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"02.04.2017 17:30";"35.4";"748.7";"753.2";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"30.9";"";"";"";"";"";"";
"02.04.2017 08:30";"29.0";"753.0";"757.6";"";"80";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.3";"";"";"";"";"";"";
"01.04.2017 08:30";"27.6";"753.8";"758.4";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"31.03.2017 17:30";"36.4";"751.4";"755.9";"";"61";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"27.7";"";"";"";"";"";"";
"31.03.2017 08:30";"29.0";"755.7";"760.3";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"30.03.2017 17:30";"36.0";"750.4";"754.9";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"30.03.2017 08:30";"29.6";"754.2";"758.8";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"29.03.2017 17:30";"34.8";"750.8";"755.3";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"29.03.2017 08:30";"29.4";"";"";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"28.03.2017 17:30";"34.8";"750.8";"755.3";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"28.03.2017 08:30";"28.0";"755.3";"759.9";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"27.03.2017 17:30";"34.0";"752.8";"757.3";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"27.03.2017 08:30";"23.6";"756.7";"761.4";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"26.03.2017 17:30";"34.0";"752.0";"756.5";"";"62";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"26.03.2017 08:30";"26.6";"756.4";"761.1";"";"87";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"4.0";"24.3";"";"";"";"";"";"";
"25.03.2017 17:30";"34.2";"751.6";"756.1";"";"58";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"25.03.2017 08:30";"27.6";"754.9";"759.5";"";"73";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"24.03.2017 17:30";"34.2";"752.3";"756.8";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.7";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"24.03.2017 08:30";"27.0";"755.9";"760.6";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"23.03.2017 17:30";"33.0";"752.0";"756.5";"";"56";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"23.03.2017 08:30";"27.2";"755.9";"760.6";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"22.03.2017 20:30";"32.0";"753.4";"758.0";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"";"19.9";"";"";"";"";"";"";
"22.03.2017 17:30";"32.0";"753.4";"758.0";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"22.03.2017 08:30";"25.4";"758.0";"762.7";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"21.03.2017 17:30";"30.6";"755.3";"759.9";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"21.03.2017 08:30";"25.0";"759.2";"763.9";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"20.03.2017 17:30";"27.6";"754.5";"759.1";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"20.03.2017 08:30";"21.4";"757.2";"762.0";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"19.03.2017 17:30";"21.4";"754.2";"758.9";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"4.0";"20.5";"";"";"";"";"";"";
"19.03.2017 08:30";"26.6";"757.3";"762.0";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"18.03.2017 17:30";"33.0";"753.0";"757.6";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"18.03.2017 08:30";"28.0";"755.7";"760.3";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"17.03.2017 17:30";"31.2";"752.2";"756.8";"";"31";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"17.03.2017 08:30";"24.0";"756.3";"761.0";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"16.03.2017 17:30";"30.6";"753.7";"758.3";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"16.03.2017 08:30";"23.4";"758.0";"762.7";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"15.03.2017 17:30";"29.8";"755.6";"760.2";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"15.03.2017 08:30";"23.6";"759.5";"764.2";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"14.03.2017 17:30";"30.2";"756.0";"760.6";"";"41";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.7";"";"";"";"";"";"";
"14.03.2017 08:30";"22.8";"759.5";"764.2";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"13.03.2017 17:30";"28.0";"756.4";"761.0";"";"36";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"13.03.2017 08:30";"22.2";"759.1";"763.9";"";"51";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"17.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"11.5";"";"";"";"";"";"";
"12.03.2017 17:30";"28.0";"753.8";"758.4";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"12.03.2017 08:30";"24.4";"756.0";"760.7";"";"63";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"21.4";"";"";"";"600-1000";"";"";"4.0";"17.0";"";"";"";"";"";"";
"11.03.2017 17:30";"30.0";"751.5";"756.1";"";"60";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"11.03.2017 08:30";"25.6";"754.1";"758.8";"";"79";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.7";"";"";"";"";"";"";
"10.03.2017 17:30";"25.0";"751.5";"756.2";"";"76";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"20.4";"";"";"";"";"";"";
"10.03.2017 08:30";"24.0";"753.8";"758.5";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.0";"";"";"";"";"";"";
"09.03.2017 17:30";"26.0";"750.9";"755.5";"";"76";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"30.5";"";"";"600-1000";"";"";"4.0";"21.5";"";"";"";"";"";"";
"09.03.2017 08:30";"24.0";"754.7";"759.4";"";"80";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"19.0";"";"";"";"600-1000";"";"";"4.0";"20.3";"";"";"";"";"";"";
"08.03.2017 17:30";"24.0";"752.9";"757.6";"";"81";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"25.2";"";"";"600-1000";"";"";"4.0";"20.6";"";"";"";"";"";"";
"08.03.2017 08:30";"24.0";"755.6";"760.3";"";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.4";"";"";"";"600-1000";"";"";"4.0";"20.0";"";"";"";"";"";"";
"07.03.2017 17:30";"32.0";"752.5";"757.1";"";"40";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.6";"";"";"600-1000";"";"";"4.0";"16.9";"";"";"";"";"";"";
"07.03.2017 08:30";"25.0";"756.2";"760.9";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"06.03.2017 17:30";"31.0";"752.2";"756.8";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"06.03.2017 08:30";"25.2";"755.6";"760.3";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"05.03.2017 17:30";"27.0";"751.1";"755.7";"";"66";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"20.0";"";"";"";"";"";"";
"05.03.2017 08:30";"25.0";"754.1";"758.8";"";"83";"Wind blowing from the south-southeast";"1";"";"";"70 – 80%.";" ";"";"";"22.4";"";"";"";"2000-2500";"";"";"4.0";"22.0";"";"";"";"";"";"";
"04.03.2017 17:30";"31.0";"751.8";"756.4";"";"54";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"04.03.2017 08:30";"26.6";"755.3";"760.0";"";"60";"Wind blowing from the north-northeast";"1";"";"";"50%.";" ";"";"";"19.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.1";"";"";"";"";"";"";
"03.03.2017 17:30";"35.0";"751.0";"755.5";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"03.03.2017 08:30";"26.4";"754.4";"759.1";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"02.03.2017 17:30";"34.2";"752.6";"757.1";"";"31";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"02.03.2017 08:30";"22.0";"760.4";"765.2";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"28.02.2017 08:30";"24.0";"760.2";"764.9";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"27.02.2017 17:30";"30.0";"755.7";"760.3";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"27.02.2017 08:30";"23.4";"758.9";"763.6";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"26.02.2017 08:30";"23.0";"757.7";"762.4";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"25.02.2017 17:30";"30.0";"755.2";"759.8";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"25.02.2017 08:30";"23.4";"760.5";"765.2";"";"36";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"7.4";"";"";"";"";"";"";
"24.02.2017 17:30";"30.6";"756.0";"760.6";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"24.02.2017 08:30";"23.0";"760.1";"764.8";"";"42";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"23.02.2017 17:30";"30.2";"754.7";"759.3";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"23.02.2017 08:30";"25.0";"758.0";"762.7";"";"45";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"22.02.2017 17:30";"31.6";"752.2";"756.8";"";"57";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"22.02.2017 08:30";"24.6";"755.7";"760.4";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"21.02.2017 17:30";"34.6";"751.3";"755.8";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"21.02.2017 08:30";"22.0";"754.6";"759.3";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"20.02.2017 08:30";"22.0";"755.3";"760.0";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"20.6";"";"";"";"";"";"";"0.2";"21.4";"";"";"";"";"";"";
"19.02.2017 17:30";"29.4";"754.5";"759.1";"";"66";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"19.02.2017 08:30";"23.2";"759.2";"763.9";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"18.02.2017 17:30";"28.4";"756.8";"761.4";"";"68";"Wind blowing from the south-southeast";"1";"";"";"70 – 80%.";" ";"";"";"";"31.6";"";"";"600-1000";"";"";"4.0";"21.9";"";"";"";"";"";"";
"18.02.2017 08:30";"24.0";"760.7";"765.4";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.0";"";"";"";"";"";"";
"17.02.2017 17:30";"28.0";"756.8";"761.4";"";"65";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"29.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.8";"";"";"";"";"";"";
"17.02.2017 08:30";"23.0";"760.9";"765.7";"";"76";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"19.5";"";"";"";"600-1000";"";"";"4.0";"18.6";"";"";"";"";"";"";
"16.02.2017 17:30";"28.4";"757.5";"762.1";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"16.02.2017 08:30";"22.0";"761.9";"766.7";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"15.02.2017 17:30";"29.4";"759.9";"764.5";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"15.02.2017 08:30";"22.0";"763.9";"768.7";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"14.02.2017 17:30";"30.0";"760.3";"764.9";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"14.02.2017 08:30";"21.0";"763.3";"768.1";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"13.02.2017 17:30";"28.8";"760.0";"764.7";"";"47";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.3";"";"";"";"";"";"";
"13.02.2017 08:30";"20.0";"761.8";"766.6";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"12.02.2017 17:30";"27.4";"759.5";"764.2";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"11.02.2017 08:30";"20.6";"760.8";"765.6";"";"66";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"10.02.2017 17:30";"29.4";"755.3";"759.9";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"10.02.2017 08:30";"21.2";"758.8";"763.6";"";"73";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"09.02.2017 17:30";"29.2";"755.6";"760.2";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"09.02.2017 08:30";"19.6";"758.8";"763.6";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"08.02.2017 17:30";"28.0";"756.4";"761.0";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"08.02.2017 08:30";"20.6";"759.9";"764.7";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"07.02.2017 17:30";"30.0";"755.3";"759.9";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"07.02.2017 08:30";"21.2";"758.0";"762.8";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"06.02.2017 17:30";"28.6";"754.5";"759.1";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"06.02.2017 08:30";"18.6";"758.2";"763.0";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"05.02.2017 08:30";"18.4";"759.9";"764.7";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"04.02.2017 17:30";"25.6";"756.9";"761.6";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.6";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"03.02.2017 17:30";"26.2";"757.9";"762.6";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.6";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"03.02.2017 08:30";"19.0";"762.7";"767.5";"";"72";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"17.5";"";"";"";"600-1000";"";"";"4.0";"13.8";"";"";"";"";"";"";
"02.02.2017 17:30";"26.0";"758.9";"763.6";"";"41";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"26.5";"";"";"600-1000";"";"";"4.0";"11.8";"";"";"";"";"";"";
"02.02.2017 08:30";"20.2";"762.6";"767.4";"";"85";"Wind blowing from the north-northeast";"1";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.4";"";"";"";"600-1000";"";"";"4.0";"17.6";"";"";"";"";"";"";
"01.02.2017 17:30";"27.0";"758.2";"762.9";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"01.02.2017 08:30";"20.4";"761.4";"766.2";"";"81";"Wind blowing from the north-northeast";"1";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.0";"";"";"";"600-1000";"";"";"4.0";"17.1";"";"";"";"";"";"";
"31.01.2017 17:30";"26.6";"756.5";"761.2";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"31.01.2017 08:30";"19.2";"760.0";"764.8";"";"68";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
